loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20
lotomania,1350,22/05/2013,False,00,06,16,22,26,30,31,32,35,38,39,44,46,47,74,79,93,95,96,97,96,47,79,46,22,31,44,26,16,30,97,32,93,39,95,06,38,00,74,35
lotomania,1351,25/05/2013,False,02,05,08,09,18,33,34,39,40,42,45,51,53,76,79,81,82,90,93,96,51,82,02,81,39,42,96,40,09,93,90,53,79,33,76,34,45,18,05,08
lotomania,1352,29/05/2013,True,00,01,10,21,28,30,36,48,49,50,63,70,72,74,75,76,77,79,82,83,79,10,70,00,49,76,28,75,30,82,63,72,50,21,77,01,74,48,83,36
lotomania,1353,01/06/2013,True,00,04,05,15,20,23,38,42,45,46,58,65,67,71,75,76,85,91,93,98,85,42,76,93,67,00,46,20,45,91,15,05,04,23,58,71,65,75,38,98
lotomania,1354,05/06/2013,True,04,07,16,22,24,29,30,41,48,51,58,59,61,68,76,79,81,82,83,91,16,82,04,59,29,07,81,58,68,51,83,30,76,61,79,48,22,41,91,24
lotomania,1355,08/06/2013,False,03,11,13,14,19,26,41,43,46,47,48,49,56,57,61,73,79,93,96,97,57,14,46,96,03,79,41,61,73,48,43,97,49,11,26,56,19,93,13,47
lotomania,1356,12/06/2013,True,06,11,15,16,20,27,35,41,45,51,63,64,68,74,75,77,81,90,91,99,45,81,51,16,68,27,63,99,20,91,06,35,90,41,77,75,15,64,74,11
lotomania,1357,15/06/2013,True,04,06,07,08,30,31,34,37,39,45,48,53,68,69,74,75,78,80,83,93,06,78,39,37,80,83,93,75,53,04,08,30,48,07,69,45,34,74,68,31
lotomania,1358,19/06/2013,False,03,04,07,16,17,18,20,22,27,35,37,41,42,46,49,57,59,65,72,87,42,17,04,22,16,49,35,27,41,72,65,46,07,57,37,59,20,18,03,87
lotomania,1359,22/06/2013,True,02,09,10,25,28,33,38,40,46,53,60,61,68,75,76,77,83,91,93,99,75,68,77,83,25,02,28,93,91,40,09,99,38,76,46,61,33,60,10,53
lotomania,1360,26/06/2013,True,01,02,14,17,26,29,35,37,47,49,53,58,59,61,70,71,72,76,95,96,76,71,47,70,61,96,59,02,29,58,72,37,53,17,49,14,01,95,35,26
lotomania,1361,29/06/2013,True,10,20,27,31,32,34,37,45,48,52,54,56,57,59,60,61,68,71,73,94,60,68,71,48,34,73,31,52,59,61,20,37,54,45,27,32,94,57,10,56
lotomania,1362,03/07/2013,True,19,20,22,26,31,32,34,35,41,48,51,52,58,64,65,75,76,83,86,99,51,32,22,34,65,99,64,48,20,41,26,31,76,58,86,19,83,75,52,35
lotomania,1363,06/07/2013,False,02,03,14,17,25,32,35,36,46,50,51,57,63,64,65,66,74,81,84,85,17,25,64,66,35,63,81,57,65,51,14,50,84,36,74,85,02,03,46,32
lotomania,1364,10/07/2013,True,06,14,17,26,29,37,38,41,42,51,53,57,64,66,67,68,69,78,91,94,66,94,14,42,53,91,41,51,37,67,69,68,29,26,38,78,17,64,57,06
lotomania,1365,13/07/2013,True,02,06,16,18,27,40,44,53,54,62,64,65,76,77,80,81,82,84,89,92,65,16,81,89,44,64,06,76,27,82,62,84,02,18,40,54,80,77,92,53
lotomania,1366,17/07/2013,True,02,03,07,08,15,27,33,38,53,54,60,65,71,73,79,80,88,91,93,94,03,02,54,08,27,53,38,93,73,71,07,33,94,80,88,91,65,79,60,15
lotomania,1367,20/07/2013,True,00,01,18,19,21,26,31,36,41,42,43,62,76,78,81,83,89,90,97,99,42,90,01,31,97,99,43,18,83,62,81,78,26,21,19,00,89,41,36,76
lotomania,1368,24/07/2013,True,08,13,15,19,22,28,30,34,36,37,40,42,45,47,50,60,66,73,90,95,15,37,50,13,28,34,60,47,40,30,08,36,42,73,66,19,95,45,90,22
lotomania,1369,27/07/2013,True,01,05,06,09,13,15,23,24,31,40,41,55,60,65,68,69,72,75,81,87,09,01,31,15,68,72,81,06,24,60,75,40,87,13,23,41,69,05,55,65
lotomania,1370,31/07/2013,True,03,05,07,09,10,20,21,24,40,43,46,48,53,57,58,66,75,78,88,97,88,05,78,21,58,40,09,07,57,10,20,75,46,43,53,66,24,03,48,97
lotomania,1371,03/08/2013,False,01,13,16,18,24,35,39,41,42,44,57,60,69,71,73,79,86,90,94,99,42,41,79,71,24,57,60,18,13,69,35,44,73,90,86,99,16,39,94,01
lotomania,1372,07/08/2013,True,03,05,12,19,20,23,26,28,34,35,39,50,54,64,66,68,86,87,91,99,19,05,50,20,54,23,99,64,35,66,28,26,34,03,86,87,12,39,68,91
lotomania,1373,10/08/2013,True,18,24,29,30,33,38,43,44,55,57,63,68,70,73,74,86,87,90,93,97,63,73,33,70,18,74,30,43,68,57,93,38,86,97,44,55,24,87,90,29
lotomania,1374,14/08/2013,True,00,02,04,05,13,18,19,20,31,32,33,41,56,61,64,68,69,90,93,94,00,90,41,56,33,32,18,13,04,20,94,02,93,64,69,31,68,05,19,61
lotomania,1375,17/08/2013,False,01,03,06,09,10,21,28,30,31,42,57,59,60,61,68,83,85,87,90,93,42,68,21,59,30,83,10,57,93,31,03,60,01,09,87,85,90,28,06,61
lotomania,1376,21/08/2013,True,04,11,13,16,31,32,36,45,47,56,58,60,61,71,77,84,88,91,92,97,31,45,58,04,13,56,11,88,84,61,16,97,92,91,36,32,47,71,60,77
lotomania,1377,24/08/2013,True,02,05,06,10,17,21,25,28,31,32,34,46,51,58,60,69,77,80,85,87,60,51,58,85,80,02,77,21,46,17,10,31,25,34,87,69,28,32,05,06
lotomania,1378,28/08/2013,False,09,16,17,23,24,32,35,39,43,45,49,61,64,69,70,72,82,83,93,96,93,32,69,72,17,16,35,09,43,49,70,82,23,45,64,96,24,83,61,39
lotomania,1379,31/08/2013,False,06,16,24,26,37,40,55,57,58,61,67,69,73,75,76,77,79,80,88,95,76,26,95,37,61,16,06,58,77,57,24,69,88,79,40,55,80,73,75,67
lotomania,1380,04/09/2013,False,08,12,14,16,17,21,22,23,25,27,29,47,53,63,64,67,76,79,80,97,25,16,27,53,79,80,22,12,67,97,29,14,64,47,76,21,17,08,63,23
lotomania,1381,06/09/2013,False,01,08,17,18,33,38,41,44,46,49,57,58,59,65,82,84,89,91,96,98,41,18,38,84,59,89,01,49,82,46,98,57,96,44,91,33,08,17,65,58
lotomania,1382,11/09/2013,True,03,12,14,20,28,31,33,34,35,36,43,54,58,70,73,80,82,92,95,98,14,58,20,82,98,12,28,33,95,43,36,35,80,92,73,03,34,70,31,54
lotomania,1383,14/09/2013,True,08,09,14,25,27,31,39,43,46,47,58,59,62,66,73,74,87,90,95,96,39,08,87,59,46,14,95,73,96,90,58,25,43,74,09,62,31,47,66,27
lotomania,1384,18/09/2013,True,04,10,11,18,19,27,30,32,45,49,54,56,58,65,69,70,71,90,92,97,70,71,56,54,90,65,49,27,18,92,10,69,58,32,11,30,04,97,19,45
lotomania,1385,21/09/2013,False,10,13,15,20,23,27,32,34,38,40,43,58,63,65,69,74,77,81,90,97,43,63,77,27,69,74,34,15,20,65,40,90,13,32,81,23,97,38,58,10
lotomania,1386,25/09/2013,True,07,25,28,31,33,36,43,44,45,55,67,71,80,82,83,90,92,93,95,97,95,55,90,67,82,07,43,80,97,92,83,45,93,44,31,25,28,71,33,36
lotomania,1387,28/09/2013,True,02,06,15,17,22,25,26,29,35,42,62,66,72,73,80,82,92,93,95,96,17,82,73,22,02,15,29,93,95,35,25,80,06,66,62,92,72,96,42,26
lotomania,1388,02/10/2013,True,07,08,12,18,19,37,39,45,46,48,49,50,54,62,74,80,87,89,93,95,54,18,50,08,39,80,62,45,12,89,93,95,07,48,87,37,49,19,46,74
lotomania,1389,05/10/2013,True,02,14,17,23,32,36,46,49,52,60,64,71,72,73,76,82,85,86,91,94,02,14,72,64,71,76,32,73,52,82,86,49,23,17,36,94,91,46,85,60
lotomania,1390,09/10/2013,True,02,03,04,16,35,40,41,43,62,64,66,67,70,76,78,80,89,95,96,99,89,67,95,62,66,96,78,41,02,70,40,04,80,64,43,16,03,35,76,99
lotomania,1391,11/10/2013,True,01,04,10,14,18,19,28,36,41,49,53,55,66,68,70,72,75,82,89,92,70,01,19,75,72,53,68,18,55,82,36,28,49,14,04,41,92,10,66,89
lotomania,1392,16/10/2013,True,02,03,07,15,28,29,36,38,54,57,58,65,74,76,77,84,85,86,90,91,03,91,07,86,90,36,58,84,74,02,76,65,57,85,54,29,28,15,38,77
lotomania,1393,19/10/2013,True,00,03,05,23,29,31,33,37,41,43,45,46,54,56,61,65,73,77,78,88,05,43,78,00,54,45,33,88,03,61,73,37,29,23,41,46,65,77,56,31
lotomania,1394,23/10/2013,True,01,05,14,16,17,19,26,38,53,54,56,59,60,63,68,69,78,79,81,91,53,60,17,01,91,05,38,16,14,59,78,69,68,81,26,79,54,63,19,56
lotomania,1395,26/10/2013,False,03,06,07,11,15,18,42,45,48,51,54,55,57,71,77,79,82,90,91,97,42,54,18,03,79,71,77,82,07,90,15,45,91,57,48,11,06,97,55,51
lotomania,1396,30/10/2013,True,04,09,18,24,25,36,39,47,50,52,54,56,63,70,74,79,80,82,83,87,82,24,09,56,80,52,25,36,04,50,70,63,87,83,18,79,74,47,54,39
lotomania,1397,01/11/2013,True,03,05,13,24,26,28,31,33,50,53,55,56,66,67,73,76,82,84,88,90,05,50,26,66,67,13,82,55,56,31,28,76,24,53,73,33,90,88,03,84
lotomania,1398,06/11/2013,True,11,16,22,25,29,30,31,36,37,38,42,43,53,65,78,79,81,87,90,91,30,16,11,81,38,42,37,79,22,87,90,53,36,43,31,29,25,65,91,78
lotomania,1399,09/11/2013,True,05,15,18,20,22,24,33,40,44,45,48,56,57,60,65,69,70,73,80,83,65,45,24,15,22,44,57,60,48,70,56,18,80,33,05,73,40,20,83,69
lotomania,1400,13/11/2013,True,05,09,11,17,20,26,29,33,34,39,58,62,64,66,70,74,77,85,91,99,66,64,09,26,70,29,58,91,34,39,62,33,20,99,74,17,05,77,85,11
lotomania,1401,16/11/2013,True,01,04,10,13,15,16,21,22,23,29,30,35,49,64,72,77,79,80,88,90,01,88,04,77,10,23,35,15,72,29,30,16,22,90,13,79,21,80,64,49
lotomania,1402,20/11/2013,True,06,13,15,16,20,29,34,37,38,47,49,58,61,66,67,80,82,85,86,93,93,49,86,13,29,34,37,38,16,85,80,61,15,47,82,06,67,66,20,58
lotomania,1403,23/11/2013,True,02,07,14,16,20,25,27,30,31,35,36,40,42,46,51,65,68,72,82,98,51,72,46,68,36,31,20,02,98,07,14,65,25,27,30,42,82,40,16,35
lotomania,1404,27/11/2013,False,04,09,15,23,24,29,30,33,40,43,44,46,49,51,54,71,73,84,86,95,54,51,71,23,09,49,24,40,29,43,95,84,73,86,33,46,44,30,15,04
lotomania,1405,30/11/2013,True,00,04,06,15,24,25,35,38,41,42,50,55,58,65,71,80,87,89,96,97,87,04,15,25,55,71,38,35,89,80,00,50,65,24,42,96,41,58,06,97
lotomania,1406,04/12/2013,True,02,09,17,21,25,27,29,32,38,43,60,67,69,70,79,82,84,87,94,97,87,09,02,94,60,25,82,97,29,27,21,32,17,38,84,43,70,69,67,79
lotomania,1407,07/12/2013,True,06,14,17,24,26,40,51,54,56,68,70,73,75,78,83,84,85,86,90,93,70,84,14,78,83,40,26,93,56,24,06,73,17,51,86,75,90,85,68,54
lotomania,1408,11/12/2013,True,05,09,20,23,32,33,43,46,48,50,51,52,57,72,74,78,85,88,89,95,20,85,33,74,51,43,50,72,57,09,48,89,88,46,32,95,05,52,78,23
lotomania,1409,14/12/2013,False,04,15,25,26,34,44,58,63,69,72,73,78,79,83,84,86,87,89,92,93,34,84,25,92,44,63,69,87,72,73,83,79,86,26,89,15,78,04,58,93
lotomania,1410,18/12/2013,True,10,11,13,14,21,22,25,38,39,41,48,54,55,56,60,69,72,73,76,85,39,13,21,73,72,55,38,11,25,48,56,60,22,14,10,85,76,54,69,41
lotomania,1411,21/12/2013,True,00,05,06,09,15,23,25,27,36,43,45,47,51,55,59,69,83,89,94,97,06,59,94,27,47,55,09,05,00,43,83,69,45,25,51,36,89,23,15,97
lotomania,1412,26/12/2013,True,00,12,13,19,20,21,23,30,33,35,36,37,48,58,62,66,67,76,83,88,67,19,20,88,36,62,76,66,30,21,12,58,33,13,37,83,48,35,00,23
lotomania,1413,28/12/2013,False,08,13,21,24,35,37,39,43,47,48,53,58,60,76,81,83,87,90,94,97,53,76,39,21,58,87,48,90,24,94,13,81,83,47,97,43,37,60,08,35
lotomania,1414,31/12/2013,True,29,36,39,41,43,45,54,58,59,60,66,70,75,76,81,83,86,94,95,98,75,81,59,76,36,66,98,29,39,95,45,94,60,86,58,43,54,70,83,41
lotomania,1415,04/01/2014,True,01,04,06,07,09,10,18,21,22,33,40,46,52,61,62,69,75,84,87,95,46,61,62,21,09,18,75,69,01,04,40,52,10,06,33,22,95,87,84,07
lotomania,1416,09/01/2014,False,12,15,22,31,33,37,40,42,45,46,53,57,67,73,82,83,85,88,95,99,31,67,42,22,33,82,53,57,15,40,99,85,37,83,73,45,46,95,88,12
lotomania,1417,11/01/2014,True,03,14,16,17,24,25,34,35,37,40,46,54,55,56,62,70,71,74,76,85,34,14,56,74,17,70,40,62,54,85,16,24,76,55,25,46,03,71,37,35
lotomania,1418,15/01/2014,True,11,16,19,22,31,37,41,44,48,55,60,66,72,73,76,83,85,92,95,98,48,76,41,72,95,66,98,83,37,16,85,60,44,55,31,19,22,11,73,92
lotomania,1419,18/01/2014,True,05,07,08,10,18,19,21,31,32,36,39,42,45,64,71,78,80,86,97,98,07,45,39,71,21,36,78,42,86,64,05,32,19,10,97,98,80,08,31,18
lotomania,1420,22/01/2014,True,12,17,23,26,27,34,35,36,39,59,60,67,68,70,73,77,79,92,93,96,26,67,12,60,77,68,39,34,79,59,35,93,92,73,23,70,27,96,17,36
lotomania,1421,25/01/2014,False,05,07,13,16,18,19,21,22,29,31,37,52,55,57,65,66,71,73,90,95,90,57,29,73,55,52,65,31,37,07,19,05,71,13,22,21,66,18,16,95
lotomania,1422,29/01/2014,True,03,10,15,16,23,29,30,33,37,40,46,52,57,67,68,70,73,84,91,94,46,15,52,68,67,57,73,84,16,40,10,91,33,29,37,70,03,30,94,23
lotomania,1423,01/02/2014,True,05,06,09,12,17,23,24,27,30,36,40,46,61,66,77,79,81,89,90,94,17,81,06,30,66,61,46,90,40,89,09,05,12,24,79,36,27,77,94,23
lotomania,1424,05/02/2014,True,09,15,16,17,21,28,49,61,64,67,76,80,86,87,88,91,92,93,94,96,15,94,88,67,86,61,21,80,96,49,93,76,91,64,17,16,09,87,92,28
lotomania,1425,08/02/2014,False,00,04,07,10,11,12,27,28,33,37,38,45,47,56,61,62,82,83,84,90,83,45,11,56,04,28,84,27,37,47,38,61,00,07,90,10,62,12,82,33
lotomania,1426,12/02/2014,True,00,02,05,16,18,20,21,24,30,36,37,40,52,55,58,61,68,75,80,91,58,18,52,24,68,00,36,05,55,20,21,40,16,75,37,30,02,91,61,80
lotomania,1427,15/02/2014,True,07,11,12,16,25,29,34,40,41,54,63,64,67,70,71,83,88,93,94,96,96,93,29,54,64,83,41,11,88,71,34,70,16,25,63,40,94,67,12,07
lotomania,1428,19/02/2014,True,00,04,14,23,24,29,31,35,45,48,53,59,62,69,71,72,74,80,88,96,29,31,53,88,48,59,62,35,04,69,80,00,24,45,14,23,72,74,96,71
lotomania,1429,22/02/2014,True,01,04,08,14,17,19,27,35,36,39,41,44,59,64,66,68,70,77,89,93,93,36,27,01,77,64,17,08,39,59,35,68,19,66,14,44,04,41,70,89
lotomania,1430,26/02/2014,True,00,09,11,13,19,23,26,28,37,40,51,55,68,72,75,80,85,86,92,94,11,00,72,26,37,09,85,51,13,80,86,75,19,55,40,68,92,28,94,23
lotomania,1431,01/03/2014,False,00,09,10,13,14,20,22,26,34,36,39,41,47,55,58,59,69,83,92,97,41,13,34,47,83,58,10,39,00,14,22,97,09,36,55,59,26,92,69,20
lotomania,1432,05/03/2014,True,02,04,05,09,27,28,29,34,38,39,40,41,42,49,52,56,57,67,77,94,52,42,77,56,02,09,57,94,04,67,38,28,40,39,41,27,34,29,05,49
lotomania,1433,08/03/2014,True,07,11,15,20,23,25,31,34,36,41,42,48,62,71,76,77,82,85,86,91,25,71,82,31,36,48,86,85,07,23,20,41,76,11,34,77,91,15,42,62
lotomania,1434,12/03/2014,True,13,14,20,25,33,40,47,51,53,55,56,58,66,69,71,72,79,97,98,99,25,66,51,99,53,58,56,98,47,55,72,20,71,33,79,97,40,13,14,69
lotomania,1435,15/03/2014,True,00,05,10,12,15,16,17,18,34,42,45,46,47,49,55,65,75,81,95,98,81,47,42,46,16,98,65,17,75,00,95,15,18,34,45,49,10,12,05,55
lotomania,1436,19/03/2014,True,00,02,09,14,23,26,31,32,33,37,44,49,59,65,74,78,80,83,86,89,02,00,74,33,49,23,83,37,31,78,80,32,89,86,14,59,44,65,26,09
lotomania,1437,22/03/2014,False,08,09,11,16,17,19,23,37,38,39,49,51,59,61,69,77,86,90,93,97,97,86,23,61,90,39,51,49,17,69,11,59,19,08,09,38,77,16,93,37
lotomania,1438,26/03/2014,True,09,16,17,38,41,48,49,51,53,54,66,68,70,73,75,76,78,79,94,96,48,75,78,41,54,76,09,79,51,38,49,73,68,94,70,96,66,17,53,16
lotomania,1439,29/03/2014,True,03,04,05,09,14,19,23,24,27,28,36,51,55,58,68,74,76,79,92,98,76,98,14,27,09,24,36,28,19,92,51,68,23,74,55,05,04,58,03,79
lotomania,1440,02/04/2014,True,11,19,29,32,35,37,43,52,55,59,66,72,76,80,86,89,91,92,93,96,92,43,32,91,55,89,35,19,29,80,76,59,66,37,93,11,86,52,72,96
lotomania,1441,05/04/2014,True,06,12,13,16,18,19,20,27,31,41,42,48,49,61,69,78,86,90,93,96,27,13,93,49,31,96,19,12,41,61,86,42,18,69,06,16,20,48,90,78
lotomania,1442,09/04/2014,True,00,03,20,28,30,32,34,35,39,45,53,56,64,65,70,77,85,89,91,92,39,92,89,65,20,30,70,35,64,85,28,00,03,56,91,53,45,34,32,77
lotomania,1443,12/04/2014,False,22,28,29,36,47,51,57,58,59,60,68,69,71,80,83,86,91,93,94,96,68,83,22,96,71,28,60,69,58,94,36,91,51,29,47,57,86,59,93,80
lotomania,1444,19/04/2014,False,03,05,12,16,23,24,27,33,35,41,46,62,81,83,85,87,89,91,98,99,12,89,85,81,87,91,41,98,83,23,99,46,62,05,03,24,16,27,35,33
lotomania,1445,23/04/2014,True,11,12,18,20,34,41,48,49,51,52,54,73,75,84,86,90,94,95,96,97,86,34,48,51,90,54,94,52,96,95,73,41,97,84,11,49,18,12,75,20
lotomania,1446,26/04/2014,True,01,04,08,13,16,21,22,27,39,42,43,44,46,55,62,68,70,76,86,92,55,04,44,43,76,86,27,39,70,46,92,08,68,01,16,21,13,42,22,62
lotomania,1447,30/04/2014,True,00,01,08,13,14,18,28,30,33,42,53,55,57,61,64,80,84,86,94,99,00,28,18,08,33,13,84,30,01,14,64,61,53,57,80,94,86,42,55,99
lotomania,1448,03/05/2014,True,03,09,15,17,18,28,40,42,43,49,53,55,58,68,69,83,84,89,95,97,58,28,89,43,40,18,17,95,84,49,53,83,68,69,97,09,15,55,03,42
lotomania,1449,07/05/2014,False,02,03,06,07,11,17,21,26,31,40,44,47,49,57,67,69,70,77,82,86,03,31,44,06,69,40,17,67,82,02,49,86,26,70,11,47,21,77,07,57
lotomania,1450,10/05/2014,True,01,02,06,08,11,20,29,32,36,47,51,61,66,72,74,79,82,88,92,96,02,01,47,29,74,08,20,88,79,11,06,32,36,72,82,51,96,61,92,66
lotomania,1451,14/05/2014,True,06,13,18,22,26,39,43,47,48,51,58,61,65,75,77,79,86,89,92,96,18,13,86,89,22,79,61,06,51,65,96,39,47,75,48,43,92,26,58,77
lotomania,1452,17/05/2014,False,03,08,09,11,19,20,28,35,40,48,49,56,59,69,70,84,85,90,94,95,95,11,59,48,85,69,35,19,28,40,08,84,90,49,94,09,70,03,20,56
lotomania,1453,21/05/2014,False,07,08,09,14,15,26,32,43,44,45,49,56,58,63,69,75,78,79,82,85,14,26,58,43,75,82,44,49,32,56,69,79,85,63,45,08,15,09,78,07
lotomania,1454,24/05/2014,True,00,07,30,34,35,43,51,57,66,67,68,73,77,79,83,89,90,95,97,99,79,68,95,43,73,07,35,30,57,97,83,51,89,99,77,66,00,90,67,34
lotomania,1455,28/05/2014,False,03,04,07,17,25,26,30,37,38,44,48,49,52,53,54,71,72,82,91,96,71,54,91,38,37,53,96,25,07,72,17,30,82,48,44,26,04,52,49,03
lotomania,1456,31/05/2014,True,03,04,06,09,10,13,32,37,38,40,45,61,65,68,69,71,72,79,82,86,79,06,69,32,03,71,38,09,45,68,65,72,10,37,82,61,13,40,86,04
lotomania,1457,04/06/2014,True,04,05,15,23,28,34,36,39,40,47,61,70,73,77,83,89,90,91,92,97,34,90,36,73,77,05,70,47,28,39,61,89,92,23,97,40,83,15,91,04
lotomania,1458,07/06/2014,False,00,02,08,13,17,20,29,32,35,43,46,47,49,50,55,71,75,85,90,92,47,43,29,90,08,46,85,13,17,35,02,00,75,55,71,92,20,49,32,50
lotomania,1459,11/06/2014,False,04,16,17,20,22,31,33,37,38,41,45,47,48,58,62,75,78,80,81,95,33,22,17,81,41,31,75,78,16,20,38,58,62,48,95,45,37,04,47,80
lotomania,1460,14/06/2014,True,02,04,07,19,31,34,37,45,54,57,60,66,69,84,85,86,87,90,93,95,54,37,19,95,02,04,93,45,69,57,31,60,66,84,34,87,07,90,86,85
lotomania,1461,18/06/2014,False,01,02,06,08,13,17,21,22,23,27,34,44,50,57,61,68,74,77,95,99,95,68,22,17,99,01,61,44,77,13,34,06,08,02,27,23,50,57,21,74
lotomania,1462,21/06/2014,True,00,02,16,19,34,44,45,48,58,60,61,63,64,65,71,77,80,91,92,97,48,61,77,92,97,00,16,64,58,80,19,34,63,65,45,91,02,71,60,44
lotomania,1463,25/06/2014,False,00,05,19,20,25,31,34,36,43,46,47,57,62,66,73,76,77,82,91,92,43,31,62,47,36,77,20,91,00,25,92,66,34,05,76,46,73,57,19,82
lotomania,1464,28/06/2014,False,02,03,04,05,09,16,17,35,36,38,40,51,55,56,59,60,78,82,83,85,51,59,35,17,83,60,36,05,03,40,09,85,55,56,16,78,04,82,02,38
lotomania,1465,02/07/2014,False,01,10,11,15,18,32,34,37,40,42,44,46,54,61,62,79,83,91,92,93,54,18,01,40,93,15,92,37,10,62,44,46,11,79,42,83,34,32,91,61
lotomania,1466,05/07/2014,True,04,09,14,16,20,21,28,35,41,44,50,67,76,77,82,84,85,86,90,98,77,41,76,84,14,04,44,16,86,50,82,90,85,67,20,35,98,28,21,09
lotomania,1467,09/07/2014,True,02,03,12,20,25,33,34,41,43,45,48,53,64,67,77,78,80,85,86,88,80,41,33,03,88,02,48,77,25,12,43,85,64,67,45,86,20,34,78,53
lotomania,1468,12/07/2014,True,02,05,08,11,14,30,35,36,37,38,49,50,54,60,62,69,74,80,87,88,88,02,05,14,87,54,62,80,37,60,69,30,38,74,08,11,36,35,50,49
lotomania,1469,16/07/2014,True,01,08,11,15,18,19,21,26,30,38,42,45,54,56,63,73,76,87,92,95,76,01,63,42,95,11,18,38,92,21,08,45,26,73,19,30,56,87,54,15
lotomania,1470,19/07/2014,True,00,10,13,17,18,22,30,31,32,43,45,46,65,73,74,82,85,87,97,99,45,65,10,30,31,46,00,13,74,32,87,43,22,97,99,82,85,18,73,17
lotomania,1471,23/07/2014,True,02,04,10,13,23,27,39,41,47,49,54,57,60,63,64,65,66,71,83,87,10,47,57,65,02,71,87,04,49,41,63,13,66,64,60,23,83,39,54,27
lotomania,1472,26/07/2014,True,00,03,06,08,10,12,21,30,31,37,41,43,64,65,67,68,72,76,81,86,37,21,03,30,68,64,12,76,08,43,81,67,10,86,00,41,06,72,31,65
lotomania,1473,30/07/2014,False,05,06,08,09,12,21,24,25,40,53,56,64,70,73,79,84,87,92,94,96,84,56,70,73,24,53,40,06,09,08,21,79,96,92,12,64,87,25,05,94
lotomania,1474,02/08/2014,True,04,14,16,17,20,22,26,30,36,39,47,51,52,54,57,59,64,70,71,92,16,39,59,30,36,52,54,47,64,17,92,14,20,04,70,57,71,51,26,22
lotomania,1475,06/08/2014,True,01,06,07,15,25,30,34,38,41,45,49,58,60,62,75,78,84,91,93,98,07,91,93,01,78,15,58,25,49,75,06,84,45,38,34,41,98,62,60,30
lotomania,1476,09/08/2014,True,00,05,07,17,19,23,30,35,36,37,44,46,49,70,74,87,88,90,95,99,95,36,74,19,99,44,90,46,88,49,70,35,87,07,37,30,05,00,17,23
lotomania,1477,13/08/2014,True,06,16,17,18,21,24,27,42,43,52,57,59,61,63,67,71,75,80,90,92,43,67,24,27,92,57,90,61,63,17,52,75,71,18,59,21,16,80,06,42
lotomania,1478,16/08/2014,True,00,02,05,15,17,40,48,49,52,62,63,68,71,78,81,83,88,94,97,98,83,15,63,62,68,94,97,05,00,98,49,81,02,17,71,52,40,48,88,78
lotomania,1479,20/08/2014,True,03,07,10,12,15,20,28,30,34,35,43,51,60,61,69,71,72,80,85,99,20,99,15,34,71,61,35,43,07,69,51,72,60,12,85,80,28,03,10,30
lotomania,1480,23/08/2014,False,00,01,04,05,08,13,14,17,22,26,43,54,59,60,62,66,77,87,96,97,17,04,66,14,08,59,01,62,54,87,00,43,13,77,60,05,22,26,97,96
lotomania,1481,27/08/2014,True,04,08,09,11,16,19,21,31,40,46,48,50,55,59,62,64,66,70,80,99,55,80,40,11,04,50,31,08,64,21,09,46,59,19,70,99,16,62,66,48
lotomania,1482,30/08/2014,True,00,09,13,21,32,33,36,52,57,60,61,64,66,70,73,77,88,89,90,97,32,90,57,00,60,89,88,73,77,66,33,61,21,64,13,09,36,70,52,97
lotomania,1483,03/09/2014,False,04,05,07,27,31,32,35,45,52,53,56,59,60,61,63,71,82,85,86,97,53,32,45,63,59,35,56,82,05,27,85,61,97,04,52,60,31,71,07,86
lotomania,1484,06/09/2014,True,01,06,14,15,36,39,40,43,46,50,52,55,57,61,64,65,77,78,79,87,78,15,55,36,64,57,61,06,40,46,65,79,14,77,43,39,87,01,50,52
lotomania,1485,10/09/2014,True,00,10,25,29,31,37,43,47,51,53,55,60,64,80,84,88,92,94,95,99,25,99,95,37,43,64,84,55,60,53,47,80,00,31,10,92,88,94,51,29
lotomania,1486,13/09/2014,False,00,06,19,29,32,35,37,39,45,47,55,57,64,71,73,76,83,91,95,96,45,19,37,35,91,64,06,83,57,76,71,73,47,96,29,55,32,95,39,00
lotomania,1487,17/09/2014,True,11,12,14,18,20,26,29,30,35,40,46,54,65,67,69,74,77,78,86,87,35,65,20,40,18,14,67,54,87,86,29,69,26,30,77,12,78,46,11,74
lotomania,1488,20/09/2014,True,02,04,07,08,09,24,29,44,46,47,51,63,64,66,70,81,84,87,90,92,24,81,92,44,51,04,84,08,46,70,64,63,47,07,29,09,02,87,66,90
lotomania,1489,24/09/2014,True,05,07,08,12,14,18,30,47,49,60,62,65,66,73,80,83,87,89,94,97,18,80,94,87,30,66,47,89,73,07,65,14,05,49,12,97,60,62,83,08
lotomania,1490,27/09/2014,True,10,14,19,21,23,28,29,35,41,58,62,64,72,76,77,78,82,85,96,98,64,98,72,85,10,28,82,41,96,77,76,35,58,29,23,14,21,78,19,62
lotomania,1491,01/10/2014,True,03,07,11,14,21,28,37,41,49,50,54,58,69,73,77,78,80,87,88,90,37,11,73,14,54,90,58,80,78,49,28,07,87,41,21,77,69,88,03,50
