loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,b6,o1,o2,o3,o4,o5,o6
megasena,2402,21/08/2021,False,06,22,25,29,30,60,60,29,06,30,25,22
megasena,2403,25/08/2021,True,10,12,14,32,33,34,32,12,14,34,33,10
megasena,2404,28/08/2021,True,01,19,35,40,47,54,19,35,01,40,47,54
megasena,2405,01/09/2021,True,21,38,48,49,53,59,21,38,59,53,49,48
megasena,2406,04/09/2021,True,08,12,29,43,54,60,29,43,12,08,54,60
megasena,2407,08/09/2021,True,13,17,31,43,54,55,17,43,31,13,55,54
megasena,2408,11/09/2021,False,04,29,30,38,43,57,29,38,57,04,30,43
megasena,2409,15/09/2021,True,02,29,39,49,52,58,58,39,49,02,52,29
megasena,2410,18/09/2021,False,07,10,27,35,43,59,10,59,35,43,07,27
megasena,2411,22/09/2021,True,07,26,29,34,43,44,07,26,43,44,34,29
megasena,2412,25/09/2021,True,09,16,34,36,49,60,16,60,36,34,09,49
megasena,2413,28/09/2021,True,03,22,37,40,41,48,48,37,22,03,40,41
megasena,2414,30/09/2021,True,04,05,06,14,29,38,04,14,29,06,05,38
megasena,2415,02/10/2021,True,10,12,26,29,35,60,29,12,60,26,35,10
megasena,2416,06/10/2021,False,06,07,11,26,37,57,06,37,57,26,11,07
megasena,2417,09/10/2021,True,03,07,10,11,27,46,03,11,27,46,07,10
megasena,2418,13/10/2021,True,02,11,19,27,57,60,19,57,27,11,60,02
megasena,2419,16/10/2021,False,10,35,43,48,50,53,10,53,43,48,35,50
megasena,2420,19/10/2021,True,05,08,29,39,44,60,08,44,60,05,39,29
megasena,2421,21/10/2021,True,02,03,32,35,48,57,32,48,35,57,02,03
megasena,2422,23/10/2021,True,02,07,10,20,30,46,07,30,02,46,10,20
megasena,2423,27/10/2021,True,16,18,38,48,51,60,51,18,48,60,38,16
megasena,2424,30/10/2021,True,03,16,17,37,38,53,17,03,38,53,16,37
megasena,2425,03/11/2021,True,10,31,38,46,49,54,46,38,31,10,54,49
megasena,2426,06/11/2021,True,05,11,24,27,32,57,57,27,24,11,32,05
megasena,2427,10/11/2021,False,03,19,25,37,44,56,56,03,19,25,37,44
megasena,2428,13/11/2021,True,03,09,25,28,29,39,25,03,28,29,09,39
megasena,2429,17/11/2021,True,11,37,53,55,56,60,60,11,56,37,53,55
megasena,2430,20/11/2021,False,19,26,39,45,46,56,26,19,46,56,45,39
megasena,2431,24/11/2021,True,08,11,22,25,26,36,11,36,26,25,08,22
megasena,2432,27/11/2021,True,07,29,38,40,44,52,52,44,29,38,07,40
megasena,2433,01/12/2021,True,08,09,32,52,53,57,08,53,09,57,32,52
megasena,2434,04/12/2021,True,01,02,14,28,40,51,28,14,40,02,51,01
megasena,2435,07/12/2021,True,05,22,30,32,33,36,32,30,36,33,22,05
megasena,2436,09/12/2021,False,05,15,28,32,38,54,38,54,32,15,05,28
megasena,2437,11/12/2021,True,01,19,41,46,48,55,41,19,55,01,46,48
megasena,2438,15/12/2021,False,04,11,19,25,37,55,37,11,55,25,04,19
megasena,2439,18/12/2021,True,02,08,34,38,47,51,47,38,02,34,51,08
megasena,2440,31/12/2021,False,12,15,23,32,33,46,46,32,15,12,23,33
megasena,2441,05/01/2022,True,09,41,42,46,47,54,42,09,41,54,46,47
megasena,2442,08/01/2022,True,02,07,09,25,41,49,49,09,07,02,41,25
megasena,2443,12/01/2022,False,01,05,12,13,17,31,31,01,12,13,05,17
megasena,2444,15/01/2022,True,15,17,20,35,37,43,17,43,20,35,37,15
megasena,2445,19/01/2022,True,11,25,32,37,47,56,25,32,47,11,37,56
megasena,2446,22/01/2022,True,01,13,27,41,51,58,13,58,51,27,01,41
megasena,2447,25/01/2022,True,13,19,29,42,49,52,52,13,19,42,49,29
megasena,2448,27/01/2022,True,18,30,32,35,40,48,32,48,30,40,35,18
megasena,2449,29/01/2022,False,14,20,21,31,49,52,14,49,52,31,20,21
megasena,2450,02/02/2022,True,02,06,11,15,17,39,17,39,11,06,15,02
megasena,2451,05/02/2022,False,13,26,31,46,51,60,13,51,26,60,31,46
megasena,2452,09/02/2022,True,08,10,51,56,57,58,56,57,08,10,51,58
megasena,2453,12/02/2022,True,10,14,15,24,34,44,44,24,10,34,14,15
megasena,2454,16/02/2022,True,09,14,22,24,44,47,14,44,22,09,24,47
megasena,2455,19/02/2022,True,21,38,50,53,56,59,59,53,38,21,50,56
megasena,2456,22/02/2022,True,28,34,40,41,52,55,52,41,28,55,40,34
megasena,2457,24/02/2022,True,10,19,46,47,49,50,50,49,19,47,10,46
megasena,2458,26/02/2022,True,15,40,44,45,47,51,44,47,15,40,51,45
megasena,2459,03/03/2022,True,15,24,33,49,53,59,33,49,15,59,24,53
megasena,2460,05/03/2022,True,16,17,18,28,35,47,35,18,28,17,16,47
megasena,2461,09/03/2022,True,08,11,16,21,32,37,37,32,21,11,16,08
megasena,2462,12/03/2022,True,03,16,23,41,45,57,03,16,57,23,45,41
megasena,2463,16/03/2022,True,11,16,31,37,42,51,11,31,16,42,51,37
megasena,2464,19/03/2022,False,02,07,24,43,52,56,02,43,07,52,24,56
megasena,2465,23/03/2022,True,03,08,23,29,53,54,29,54,53,08,03,23
megasena,2466,26/03/2022,True,02,03,13,20,53,54,54,53,20,02,13,03
megasena,2467,30/03/2022,True,01,10,19,34,35,45,01,10,45,19,35,34
megasena,2468,02/04/2022,False,22,35,41,42,53,57,22,41,53,42,35,57
megasena,2469,06/04/2022,True,05,28,30,38,52,55,05,55,38,30,28,52
megasena,2470,09/04/2022,True,08,33,40,42,48,51,51,08,48,42,33,40
megasena,2471,13/04/2022,True,08,23,29,30,36,55,30,08,23,29,55,36
megasena,2472,16/04/2022,False,05,13,18,23,35,36,18,05,13,23,36,35
megasena,2473,20/04/2022,True,15,18,28,42,55,60,55,15,28,60,42,18
megasena,2474,23/04/2022,True,22,30,38,39,49,56,38,30,22,49,56,39
megasena,2475,26/04/2022,True,01,40,44,45,58,60,60,45,01,44,58,40
megasena,2476,28/04/2022,True,02,07,32,46,49,55,46,49,02,55,07,32
megasena,2477,30/04/2022,True,20,33,37,38,49,50,20,49,33,37,50,38
megasena,2478,04/05/2022,False,02,17,23,28,39,46,02,23,28,46,17,39
megasena,2479,07/05/2022,False,10,15,17,20,21,35,21,10,35,20,17,15
megasena,2480,11/05/2022,True,04,06,09,31,50,56,31,56,06,04,50,09
megasena,2481,14/05/2022,True,01,08,21,27,36,37,01,37,36,21,08,27
megasena,2482,18/05/2022,True,01,32,35,44,45,57,32,01,57,44,35,45
megasena,2483,21/05/2022,True,20,34,38,40,49,54,54,49,34,38,40,20
megasena,2484,25/05/2022,True,11,14,36,41,54,59,59,36,41,54,14,11
megasena,2485,28/05/2022,True,05,12,32,38,47,60,60,12,38,47,05,32
megasena,2486,31/05/2022,False,08,09,17,19,33,56,19,08,09,33,17,56
megasena,2487,02/06/2022,False,23,36,42,48,54,58,54,42,48,36,23,58
megasena,2488,04/06/2022,True,17,31,34,40,56,57,40,34,57,31,17,56
megasena,2489,08/06/2022,True,03,10,13,25,41,42,13,10,41,25,42,03
megasena,2490,11/06/2022,True,11,16,17,41,46,59,11,16,41,17,46,59
megasena,2491,15/06/2022,True,22,29,38,43,48,53,53,48,29,43,38,22
megasena,2492,18/06/2022,True,10,30,31,33,42,52,33,10,52,31,42,30
megasena,2493,22/06/2022,True,04,09,37,43,44,56,44,04,56,09,37,43
megasena,2494,25/06/2022,False,01,04,10,22,53,54,22,01,54,04,10,53
megasena,2495,28/06/2022,True,08,12,14,30,33,41,33,41,08,12,30,14
megasena,2496,30/06/2022,True,07,26,31,38,46,58,46,31,26,58,38,07
megasena,2497,02/07/2022,True,05,14,23,46,48,52,14,05,48,52,46,23
megasena,2498,06/07/2022,False,09,12,26,29,46,47,26,47,09,29,46,12
megasena,2499,09/07/2022,True,11,19,38,47,56,59,38,11,56,59,47,19
megasena,2500,13/07/2022,False,05,16,25,32,39,55,32,55,25,16,05,39
megasena,2501,16/07/2022,True,11,27,32,40,58,59,58,32,11,27,59,40
megasena,2502,20/07/2022,True,16,20,21,39,44,55,39,21,16,44,20,55
megasena,2503,23/07/2022,False,03,14,16,38,43,45,45,43,14,16,38,03
megasena,2504,27/07/2022,True,14,33,41,42,44,55,42,14,41,55,44,33
megasena,2505,30/07/2022,False,03,05,19,26,43,51,43,26,05,51,03,19
megasena,2506,02/08/2022,True,21,22,29,34,40,44,21,44,40,34,22,29
megasena,2507,04/08/2022,False,04,06,12,34,35,53,04,34,06,35,12,53
megasena,2508,06/08/2022,True,41,45,48,51,53,58,51,45,41,53,58,48
megasena,2509,10/08/2022,True,08,37,39,50,59,60,50,08,37,59,39,60
megasena,2510,13/08/2022,False,08,13,25,32,44,57,25,32,13,57,08,44
megasena,2511,17/08/2022,True,04,10,15,39,41,49,49,39,04,15,41,10
megasena,2512,20/08/2022,True,07,10,34,47,49,52,47,52,10,49,34,07
megasena,2513,24/08/2022,True,13,19,21,35,46,50,50,21,13,46,35,19
megasena,2514,27/08/2022,True,05,15,24,34,45,52,05,15,52,34,45,24
megasena,2515,31/08/2022,True,03,12,19,41,45,54,54,03,41,12,45,19
megasena,2516,03/09/2022,True,08,17,49,51,52,53,49,17,53,51,08,52
megasena,2517,08/09/2022,True,01,05,06,16,22,39,06,01,22,16,05,39
megasena,2518,10/09/2022,True,03,22,23,44,53,60,22,23,44,03,60,53
megasena,2519,13/09/2022,True,03,08,20,36,38,57,20,08,03,36,57,38
megasena,2520,15/09/2022,True,02,17,22,41,58,60,22,41,02,17,60,58
megasena,2521,17/09/2022,True,23,28,33,38,55,59,59,23,28,55,33,38
megasena,2522,21/09/2022,True,04,05,25,32,39,40,32,04,25,39,40,05
megasena,2523,24/09/2022,True,01,10,27,36,37,45,37,45,01,27,10,36
megasena,2524,28/09/2022,True,03,20,22,37,41,43,22,37,03,41,43,20
megasena,2525,01/10/2022,False,04,13,21,26,47,51,51,47,21,26,13,04
megasena,2526,05/10/2022,True,02,16,24,38,43,59,02,59,24,38,16,43
megasena,2527,08/10/2022,True,08,19,29,38,48,56,48,56,19,38,29,08
megasena,2528,13/10/2022,True,04,15,22,53,56,60,15,60,22,53,56,04
megasena,2529,15/10/2022,True,03,05,32,56,57,59,05,57,56,59,32,03
megasena,2530,18/10/2022,True,14,17,18,28,30,44,14,28,17,18,30,44
megasena,2531,20/10/2022,True,01,05,18,49,55,56,18,56,01,05,49,55
megasena,2532,22/10/2022,True,10,14,17,18,23,30,17,14,30,10,18,23
megasena,2533,26/10/2022,True,17,18,20,37,45,53,53,20,17,37,45,18
megasena,2534,29/10/2022,False,28,36,39,44,56,60,36,56,60,28,44,39
megasena,2535,03/11/2022,True,01,03,24,37,51,56,24,56,01,03,51,37
megasena,2536,05/11/2022,True,09,22,27,30,33,45,45,09,27,30,33,22
megasena,2537,09/11/2022,False,12,24,26,31,37,48,24,26,48,37,12,31
megasena,2538,12/11/2022,True,06,15,19,20,33,52,33,15,06,52,20,19
megasena,2539,16/11/2022,True,01,23,32,33,36,59,59,36,23,01,33,32
megasena,2540,19/11/2022,True,02,08,28,34,41,49,28,08,49,34,41,02
megasena,2541,22/11/2022,True,10,28,45,47,57,59,47,45,28,59,10,57
megasena,2542,24/11/2022,True,12,20,22,25,26,55,25,22,12,26,55,20
megasena,2543,26/11/2022,True,02,05,27,30,46,53,46,05,53,02,27,30
megasena,2544,30/11/2022,True,25,38,45,53,55,56,25,56,55,38,45,53
megasena,2545,03/12/2022,True,20,23,32,36,39,57,57,36,32,39,20,23
megasena,2546,07/12/2022,True,03,23,28,34,38,48,34,03,48,28,23,38
megasena,2547,10/12/2022,True,10,25,31,37,38,57,37,10,38,25,31,57
megasena,2548,14/12/2022,False,09,15,23,25,29,30,25,23,29,30,09,15
megasena,2549,17/12/2022,True,01,06,10,30,33,35,30,10,33,01,06,35
megasena,2550,31/12/2022,False,04,05,10,34,58,59,59,34,04,58,10,05
megasena,2551,04/01/2023,True,01,25,29,43,46,48,25,43,46,48,01,29
megasena,2552,07/01/2023,True,05,24,25,33,38,41,24,38,41,05,33,25
megasena,2553,10/01/2023,True,13,15,53,54,55,58,58,54,15,55,13,53
megasena,2554,12/01/2023,True,19,25,43,44,48,49,43,19,25,44,48,49
megasena,2555,14/01/2023,True,03,20,45,52,53,58,45,58,03,20,52,53
megasena,2556,18/01/2023,True,02,06,10,14,34,56,34,10,14,02,06,56
megasena,2557,21/01/2023,True,03,13,16,25,27,33,13,03,27,25,16,33
megasena,2558,25/01/2023,True,02,10,18,25,34,44,10,25,34,02,18,44
megasena,2559,28/01/2023,True,09,12,20,30,32,35,12,32,35,20,09,30
megasena,2560,01/02/2023,True,04,05,17,20,48,52,52,48,05,20,17,04
megasena,2561,04/02/2023,True,19,22,37,44,51,56,22,44,56,51,37,19
megasena,2562,08/02/2023,False,06,12,32,44,51,57,44,32,57,12,51,06
megasena,2563,11/02/2023,True,05,09,14,30,38,50,05,50,30,14,09,38
megasena,2564,14/02/2023,True,07,08,14,19,32,45,19,14,08,45,32,07
megasena,2565,16/02/2023,False,09,13,25,39,46,54,54,13,25,39,09,46
megasena,2566,18/02/2023,True,11,23,45,53,57,59,53,23,45,57,11,59
megasena,2567,23/02/2023,False,10,11,19,33,58,60,33,10,60,58,11,19
megasena,2568,25/02/2023,True,16,22,29,35,38,49,22,29,49,35,16,38
megasena,2569,01/03/2023,True,06,07,25,28,31,52,06,07,28,31,25,52
megasena,2570,04/03/2023,False,08,18,26,27,47,50,18,26,27,47,50,08
megasena,2571,08/03/2023,True,09,18,33,38,41,51,18,51,38,33,09,41
megasena,2572,11/03/2023,True,03,07,15,22,24,50,24,22,03,15,07,50
megasena,2573,14/03/2023,True,06,26,32,35,37,49,37,06,49,26,32,35
megasena,2574,16/03/2023,True,12,17,43,44,48,60,12,43,48,60,44,17
megasena,2575,18/03/2023,True,04,12,14,41,46,53,46,04,53,14,12,41
megasena,2576,22/03/2023,True,29,32,33,35,38,43,32,29,43,35,38,33
megasena,2577,25/03/2023,True,12,18,22,31,44,50,31,44,22,12,50,18
megasena,2578,29/03/2023,False,37,39,47,50,59,60,47,59,60,37,50,39
megasena,2579,01/04/2023,True,05,10,26,35,38,44,10,26,44,05,35,38
megasena,2580,05/04/2023,True,03,04,13,29,36,43,43,36,03,29,13,04
megasena,2581,08/04/2023,False,14,17,32,36,39,60,17,14,39,60,32,36
megasena,2582,12/04/2023,True,10,14,17,19,21,34,34,10,21,19,14,17
megasena,2583,15/04/2023,True,02,20,27,30,52,59,27,59,02,30,20,52
megasena,2584,19/04/2023,True,01,05,12,36,53,55,53,12,36,55,05,01
megasena,2585,22/04/2023,True,14,26,34,36,43,59,26,43,59,36,34,14
megasena,2586,26/04/2023,True,10,18,41,49,53,59,18,49,41,10,59,53
megasena,2587,29/04/2023,False,05,10,11,22,23,37,05,22,11,37,10,23
megasena,2588,03/05/2023,True,09,13,22,31,57,58,31,22,09,13,57,58
megasena,2589,06/05/2023,True,01,15,16,25,32,36,36,01,16,32,15,25
megasena,2590,09/05/2023,True,02,12,28,36,43,48,43,36,02,48,28,12
megasena,2591,11/05/2023,False,10,11,21,23,28,30,30,28,23,11,21,10
megasena,2592,13/05/2023,True,15,17,28,34,35,51,51,35,34,28,15,17
megasena,2593,17/05/2023,True,10,14,17,25,32,39,14,17,10,32,25,39
megasena,2594,20/05/2023,True,07,26,32,35,49,55,07,55,32,26,49,35
megasena,2595,24/05/2023,True,01,13,34,39,50,52,52,13,01,39,50,34
megasena,2596,27/05/2023,True,34,35,39,47,51,56,35,47,56,39,51,34
megasena,2597,31/05/2023,True,14,26,34,54,56,58,58,56,54,26,14,34
megasena,2598,03/06/2023,False,07,14,24,53,58,60,07,53,14,58,60,24
megasena,2599,07/06/2023,True,23,28,34,43,47,60,43,28,34,23,60,47
megasena,2600,10/06/2023,True,04,18,37,38,46,60,46,04,37,38,60,18
megasena,2601,14/06/2023,True,03,08,34,40,44,55,40,08,34,03,44,55
megasena,2602,17/06/2023,False,11,14,16,30,32,46,32,30,46,11,16,14
megasena,2603,21/06/2023,True,03,07,13,29,52,56,03,56,29,13,52,07
megasena,2604,24/06/2023,True,16,17,19,22,46,57,19,16,17,22,46,57
megasena,2605,27/06/2023,True,05,11,26,35,46,54,05,54,35,46,11,26
megasena,2606,29/06/2023,True,02,10,16,32,45,49,32,45,49,16,10,02
megasena,2607,01/07/2023,False,07,11,25,51,57,60,57,25,11,60,07,51
megasena,2608,05/07/2023,True,07,13,17,24,29,52,07,13,29,17,52,24
megasena,2609,08/07/2023,True,03,21,27,32,35,60,21,35,27,60,03,32
megasena,2610,12/07/2023,True,10,23,34,53,55,57,53,55,10,23,34,57
megasena,2611,15/07/2023,True,04,12,18,21,25,49,25,18,04,49,21,12
megasena,2612,19/07/2023,True,20,27,34,44,50,54,44,50,34,27,54,20
megasena,2613,22/07/2023,True,14,26,40,42,46,52,46,40,26,14,42,52
megasena,2614,25/07/2023,False,03,08,13,14,19,25,03,25,19,14,13,08
megasena,2615,27/07/2023,True,05,07,22,23,41,59,41,23,59,22,07,05
megasena,2616,29/07/2023,True,06,16,23,35,38,49,49,38,06,23,35,16
megasena,2617,02/08/2023,True,03,14,36,42,43,44,44,42,36,03,14,43
megasena,2618,05/08/2023,True,06,17,29,35,45,48,45,17,29,35,48,06
megasena,2619,09/08/2023,True,05,36,39,41,44,50,41,05,50,39,44,36
megasena,2620,12/08/2023,False,04,06,13,21,26,28,26,21,13,04,06,28
megasena,2621,16/08/2023,False,06,09,14,16,42,47,14,47,09,16,42,06
megasena,2622,19/08/2023,False,09,19,22,24,50,60,24,22,50,19,60,09
megasena,2623,22/08/2023,True,10,15,20,35,37,59,59,35,10,15,20,37
megasena,2624,24/08/2023,True,05,31,37,47,52,58,31,58,05,52,37,47
megasena,2625,26/08/2023,True,09,10,35,44,55,58,10,35,09,55,58,44
megasena,2626,29/08/2023,True,01,09,13,16,52,59,16,13,09,01,59,52
megasena,2627,31/08/2023,True,13,25,31,43,57,58,57,31,58,43,13,25
megasena,2628,02/09/2023,True,05,14,32,40,53,54,54,32,05,53,40,14
megasena,2629,05/09/2023,True,11,32,35,40,41,48,48,40,35,41,11,32
megasena,2630,09/09/2023,False,14,18,22,26,31,38,14,18,38,31,26,22
megasena,2631,12/09/2023,True,14,26,36,39,50,53,50,53,14,36,26,39
megasena,2632,14/09/2023,True,05,10,27,38,56,57,10,57,05,56,38,27
megasena,2633,16/09/2023,True,02,23,25,33,45,54,33,45,02,54,25,23
megasena,2634,19/09/2023,True,08,27,28,32,48,56,56,08,28,48,32,27
megasena,2635,21/09/2023,True,06,11,29,37,56,58,37,29,06,58,56,11
megasena,2636,23/09/2023,False,05,16,38,42,43,48,43,16,05,38,42,48
megasena,2637,26/09/2023,True,01,02,10,32,34,59,32,34,10,01,59,02
megasena,2638,28/09/2023,True,09,30,34,44,54,55,44,55,54,30,34,09
megasena,2639,30/09/2023,True,02,08,11,22,48,49,49,22,48,08,11,02
megasena,2640,03/10/2023,True,04,08,10,27,28,32,27,32,28,08,04,10
megasena,2641,05/10/2023,False,09,24,34,39,45,50,39,09,45,24,50,34
megasena,2642,07/10/2023,True,08,13,31,33,49,50,31,08,49,33,50,13
megasena,2643,10/10/2023,True,02,10,29,31,56,59,10,29,56,02,59,31
megasena,2644,14/10/2023,True,04,17,22,28,30,49,22,30,17,04,49,28
megasena,2645,17/10/2023,True,08,22,34,42,51,59,34,59,22,51,42,08
megasena,2646,19/10/2023,True,18,28,30,39,41,58,58,28,41,30,18,39
megasena,2647,21/10/2023,True,09,33,39,43,50,54,54,33,09,50,39,43
megasena,2648,24/10/2023,True,20,44,45,46,56,59,59,45,44,46,56,20
megasena,2649,26/10/2023,True,06,11,26,32,46,56,46,32,11,56,06,26
megasena,2650,28/10/2023,True,09,18,29,37,39,58,37,58,18,39,29,09
megasena,2651,01/11/2023,False,06,23,35,36,37,59,23,59,36,06,35,37
megasena,2652,04/11/2023,True,13,23,26,29,45,59,59,45,23,13,29,26
megasena,2653,07/11/2023,True,14,32,41,43,48,60,43,48,60,14,41,32
megasena,2654,09/11/2023,False,11,17,23,36,47,51,23,17,47,51,36,11
megasena,2655,11/11/2023,True,10,23,30,31,49,56,30,31,49,23,56,10
megasena,2656,14/11/2023,True,20,24,27,46,57,58,57,27,46,20,24,58
megasena,2657,18/11/2023,True,07,27,32,33,36,53,07,53,33,36,32,27
megasena,2658,21/11/2023,False,05,13,39,51,58,60,60,51,13,05,39,58
megasena,2659,23/11/2023,True,11,36,46,53,55,60,36,55,60,53,11,46
megasena,2660,25/11/2023,True,06,12,13,20,38,60,13,38,60,06,12,20
megasena,2661,28/11/2023,True,06,30,35,38,41,56,35,38,30,41,56,06
megasena,2662,30/11/2023,False,17,20,31,34,40,42,31,20,42,40,17,34
megasena,2663,02/12/2023,True,07,11,27,41,56,59,27,07,56,11,41,59
megasena,2664,05/12/2023,True,12,15,17,30,40,52,15,40,17,12,52,30
megasena,2665,07/12/2023,True,03,14,21,22,37,39,03,39,21,22,14,37
megasena,2666,09/12/2023,False,05,25,29,30,43,47,29,05,43,47,30,25
megasena,2667,12/12/2023,True,01,04,08,21,46,51,04,46,21,51,08,01
megasena,2668,14/12/2023,True,01,27,30,41,46,57,46,30,41,27,01,57
megasena,2669,16/12/2023,True,04,07,16,35,46,54,07,04,35,16,46,54
megasena,2670,31/12/2023,False,21,24,33,41,48,56,24,56,33,48,21,41
megasena,2671,04/01/2024,True,16,19,43,53,57,58,53,43,19,16,58,57
megasena,2672,06/01/2024,False,10,13,20,40,43,56,40,10,13,20,56,43
megasena,2673,09/01/2024,True,04,27,35,45,52,56,35,45,52,04,27,56
megasena,2674,11/01/2024,True,08,14,15,21,23,46,46,23,15,21,14,08
megasena,2675,13/01/2024,True,01,26,31,34,42,45,34,45,31,26,42,01
megasena,2676,16/01/2024,True,04,06,14,19,22,29,14,04,19,29,22,06
megasena,2677,18/01/2024,True,03,07,32,34,42,54,03,54,07,34,42,32
megasena,2678,20/01/2024,True,10,13,16,18,37,54,16,54,13,37,10,18
megasena,2679,23/01/2024,True,07,18,20,26,38,51,26,07,38,51,18,20
megasena,2680,25/01/2024,True,03,11,42,45,46,57,45,57,03,11,42,46
megasena,2681,27/01/2024,True,10,20,30,42,47,53,47,20,30,42,53,10
megasena,2682,30/01/2024,True,04,17,29,30,52,58,29,04,17,58,30,52
megasena,2683,01/02/2024,True,01,03,23,27,47,57,03,57,27,01,47,23
megasena,2684,03/02/2024,False,17,26,45,46,48,53,26,45,53,48,46,17
megasena,2685,06/02/2024,True,09,16,31,46,47,51,51,46,09,31,47,16
megasena,2686,08/02/2024,True,06,12,20,41,43,59,06,41,12,43,20,59
megasena,2687,10/02/2024,True,02,04,24,30,34,50,02,30,34,04,24,50
megasena,2688,15/02/2024,True,12,17,33,41,46,54,12,33,41,46,17,54
megasena,2689,17/02/2024,True,09,16,20,47,48,52,16,48,52,47,09,20
megasena,2690,20/02/2024,True,09,28,33,43,45,55,43,45,09,28,55,33
megasena,2691,22/02/2024,True,13,15,28,37,40,57,15,28,40,37,57,13
megasena,2692,24/02/2024,True,09,33,45,55,56,59,56,33,55,45,09,59
megasena,2693,27/02/2024,True,11,29,44,45,46,50,50,29,44,11,46,45
megasena,2694,29/02/2024,True,07,20,22,29,41,58,41,22,07,20,58,29
megasena,2695,02/03/2024,True,15,17,32,33,34,40,40,33,34,17,15,32
megasena,2696,05/03/2024,False,04,13,18,39,55,59,13,39,55,04,59,18
megasena,2697,07/03/2024,True,10,11,13,25,27,42,25,42,13,11,10,27
megasena,2698,09/03/2024,True,02,18,19,35,45,60,60,02,18,35,45,19
megasena,2699,12/03/2024,True,09,23,31,49,54,58,31,23,49,54,09,58
megasena,2700,14/03/2024,True,01,11,19,20,28,48,11,19,28,20,01,48
megasena,2701,16/03/2024,True,06,15,18,31,32,47,06,18,47,31,32,15
megasena,2702,19/03/2024,True,06,13,20,34,40,46,40,46,06,20,13,34
megasena,2703,21/03/2024,True,03,07,11,35,38,56,56,03,35,11,38,07
megasena,2704,23/03/2024,True,03,07,10,25,31,52,03,25,31,10,07,52
megasena,2705,26/03/2024,False,02,16,22,27,35,47,35,02,47,22,27,16
megasena,2706,30/03/2024,True,10,11,17,24,30,45,45,24,17,30,10,11
megasena,2707,02/04/2024,True,07,09,11,39,54,57,39,09,11,54,07,57
megasena,2708,04/04/2024,True,10,11,12,19,23,28,19,11,12,10,28,23
megasena,2709,06/04/2024,True,12,22,23,24,47,53,22,12,23,47,24,53
megasena,2710,09/04/2024,True,05,06,25,42,44,50,44,50,25,42,05,06
megasena,2711,11/04/2024,True,14,36,38,46,55,60,36,55,14,38,60,46
megasena,2712,13/04/2024,True,07,15,19,35,40,42,35,19,07,40,42,15
megasena,2713,16/04/2024,True,09,23,25,26,35,58,58,09,23,35,25,26
megasena,2714,18/04/2024,True,16,17,42,45,52,57,17,45,57,42,52,16
megasena,2715,20/04/2024,False,07,19,25,46,50,53,25,19,53,07,50,46
megasena,2716,23/04/2024,True,05,20,27,28,48,49,48,27,28,49,20,05
megasena,2717,25/04/2024,False,06,22,34,36,44,50,36,06,50,34,22,44
megasena,2718,27/04/2024,True,06,30,34,41,46,59,41,34,59,46,30,06
megasena,2719,30/04/2024,True,16,25,27,30,42,48,42,25,48,27,16,30
megasena,2720,04/05/2024,True,08,15,16,23,42,43,43,15,42,16,23,08
megasena,2721,07/05/2024,True,09,10,11,25,46,48,48,09,11,46,10,25
megasena,2722,09/05/2024,True,19,23,25,36,44,46,36,25,44,23,19,46
megasena,2723,11/05/2024,False,06,12,19,28,50,60,06,12,28,60,19,50
megasena,2724,14/05/2024,True,11,21,24,26,42,54,24,54,26,21,11,42
megasena,2725,16/05/2024,True,02,10,32,33,38,47,47,33,32,38,02,10
megasena,2726,18/05/2024,True,27,45,49,53,55,59,59,27,53,55,49,45
megasena,2727,21/05/2024,True,04,32,39,48,51,57,51,39,04,32,57,48
megasena,2728,23/05/2024,True,02,09,11,25,43,51,02,43,11,09,25,51
megasena,2729,25/05/2024,True,20,27,41,47,53,54,47,54,20,41,27,53
megasena,2730,28/05/2024,True,07,24,29,41,46,60,46,29,41,60,24,07
megasena,2731,01/06/2024,True,04,12,32,45,49,58,49,12,58,32,04,45
megasena,2732,04/06/2024,True,01,03,16,18,49,60,18,49,01,60,16,03
megasena,2733,06/06/2024,True,14,20,21,39,44,56,20,14,56,39,21,44
megasena,2734,08/06/2024,False,21,27,35,48,59,60,48,35,60,59,21,27
megasena,2735,11/06/2024,True,05,33,46,47,53,59,47,53,59,46,05,33
megasena,2736,13/06/2024,True,11,17,24,26,35,43,35,26,24,11,17,43
megasena,2737,15/06/2024,True,16,20,30,34,37,45,30,20,37,34,16,45
megasena,2738,18/06/2024,True,02,19,25,44,46,60,44,46,02,60,19,25
megasena,2739,20/06/2024,True,19,25,37,45,47,53,53,25,19,45,47,37
megasena,2740,22/06/2024,True,13,16,17,34,41,47,17,41,34,13,47,16
megasena,2741,25/06/2024,True,01,33,35,39,42,56,42,33,01,35,39,56
megasena,2742,27/06/2024,True,02,11,25,32,37,57,11,02,25,37,32,57
megasena,2743,29/06/2024,True,13,25,27,30,37,53,27,37,25,53,13,30
megasena,2744,02/07/2024,True,10,25,26,33,34,38,34,25,33,10,26,38
megasena,2745,04/07/2024,False,02,05,07,11,52,57,07,11,02,52,57,05
megasena,2746,06/07/2024,True,22,27,30,43,51,56,30,22,27,51,43,56
megasena,2747,10/07/2024,True,14,17,24,28,36,45,28,14,36,45,24,17
megasena,2748,13/07/2024,True,19,32,43,46,50,52,19,52,46,50,43,32
megasena,2749,16/07/2024,True,08,25,27,38,43,44,27,38,43,08,44,25
