loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,o1,o2,o3,o4,o5
quina,953,07/02/2002,False,02,05,18,45,70,18,02,05,45,70
quina,954,09/02/2002,False,33,51,56,66,67,66,56,33,67,51
quina,955,14/02/2002,False,22,44,73,75,76,44,73,75,76,22
quina,956,16/02/2002,False,15,23,25,48,49,48,15,25,49,23
quina,957,19/02/2002,False,20,32,38,40,72,20,72,40,38,32
quina,958,21/02/2002,False,36,48,61,62,79,36,61,48,62,79
quina,959,23/02/2002,False,07,11,47,54,61,07,47,61,54,11
quina,960,26/02/2002,True,16,25,49,50,80,80,25,50,16,49
quina,961,28/02/2002,False,13,31,51,56,69,31,51,56,69,13
quina,962,02/03/2002,False,22,25,47,51,74,74,25,47,22,51
quina,963,05/03/2002,False,28,45,55,71,80,28,71,55,80,45
quina,964,07/03/2002,False,28,36,38,53,57,53,38,57,36,28
quina,965,09/03/2002,False,10,39,43,59,71,39,71,59,10,43
quina,966,12/03/2002,True,08,30,34,37,44,30,34,08,44,37
quina,967,14/03/2002,False,09,19,49,53,64,64,19,53,49,09
quina,968,16/03/2002,False,17,37,51,55,61,17,51,37,55,61
quina,969,19/03/2002,False,06,11,41,43,53,53,43,11,06,41
quina,970,21/03/2002,False,03,31,50,65,70,50,03,65,70,31
quina,971,23/03/2002,False,17,32,53,75,78,75,32,17,78,53
quina,972,26/03/2002,False,17,28,35,38,56,35,56,17,38,28
quina,973,28/03/2002,False,06,19,34,42,52,06,52,42,19,34
quina,974,30/03/2002,True,22,42,61,64,72,61,22,42,64,72
quina,975,02/04/2002,False,02,16,44,58,64,16,44,58,64,02
quina,976,04/04/2002,False,18,27,46,61,71,18,27,46,71,61
quina,977,06/04/2002,False,27,36,53,54,69,54,27,69,53,36
quina,978,09/04/2002,False,04,12,24,39,69,12,39,04,24,69
quina,979,11/04/2002,False,04,41,48,55,59,55,59,41,04,48
quina,980,13/04/2002,False,27,46,51,57,67,46,51,57,27,67
quina,981,16/04/2002,False,16,18,31,56,74,74,56,16,18,31
quina,982,18/04/2002,True,16,24,32,33,61,61,16,32,24,33
quina,983,20/04/2002,False,01,26,31,37,49,31,37,26,49,01
quina,984,23/04/2002,False,03,04,34,47,65,34,47,04,03,65
quina,985,25/04/2002,True,19,36,44,60,70,70,44,36,19,60
quina,986,27/04/2002,False,03,17,30,52,64,64,30,03,17,52
quina,987,30/04/2002,False,06,27,46,54,59,27,46,59,54,06
quina,988,02/05/2002,False,12,19,56,72,76,12,19,72,56,76
quina,989,04/05/2002,False,02,03,22,61,69,02,69,61,03,22
quina,990,07/05/2002,False,03,12,14,64,73,14,64,03,73,12
quina,991,09/05/2002,True,01,05,52,54,64,05,54,64,52,01
quina,992,11/05/2002,False,05,17,20,54,78,54,17,20,78,05
quina,993,14/05/2002,False,16,40,48,58,66,58,40,66,48,16
quina,994,16/05/2002,False,02,35,36,53,59,36,35,02,53,59
quina,995,18/05/2002,False,25,27,32,68,80,80,25,32,68,27
quina,996,21/05/2002,False,01,06,21,31,49,01,06,31,49,21
quina,997,23/05/2002,False,03,09,13,19,43,03,19,13,43,09
quina,998,25/05/2002,False,03,15,36,43,47,36,15,03,47,43
quina,999,28/05/2002,False,03,12,44,46,49,49,46,12,44,03
quina,1000,01/06/2002,False,14,23,34,54,69,14,69,34,23,54
quina,1001,04/06/2002,False,03,39,47,54,63,63,39,47,54,03
quina,1002,06/06/2002,True,16,30,39,56,76,56,39,30,76,16
quina,1003,08/06/2002,False,26,28,52,58,79,52,26,79,28,58
quina,1004,11/06/2002,False,17,32,49,51,67,67,51,49,17,32
quina,1005,13/06/2002,False,02,38,42,44,59,59,38,42,02,44
quina,1006,15/06/2002,False,11,25,36,59,73,11,73,59,25,36
quina,1007,18/06/2002,False,17,20,41,52,70,41,70,52,17,20
quina,1008,20/06/2002,False,10,12,13,35,74,35,13,10,74,12
quina,1009,22/06/2002,False,08,18,43,55,75,75,18,55,43,08
quina,1010,25/06/2002,False,13,21,22,65,77,77,21,22,13,65
quina,1011,27/06/2002,False,03,15,37,58,68,68,03,58,15,37
quina,1012,29/06/2002,False,17,18,41,56,78,41,56,78,17,18
quina,1013,02/07/2002,False,17,18,24,26,69,17,26,24,69,18
quina,1014,04/07/2002,False,31,32,38,42,64,38,64,32,31,42
quina,1015,06/07/2002,False,01,16,56,64,80,64,56,80,01,16
quina,1016,09/07/2002,False,03,35,53,58,68,53,35,68,58,03
quina,1017,11/07/2002,False,24,26,40,42,55,24,26,40,55,42
quina,1018,13/07/2002,False,20,45,59,69,80,20,45,69,80,59
quina,1019,16/07/2002,False,10,11,22,39,72,11,22,72,39,10
quina,1020,18/07/2002,False,06,25,27,37,52,52,06,25,27,37
quina,1021,20/07/2002,False,02,04,32,53,80,32,80,04,02,53
quina,1022,23/07/2002,False,14,39,46,51,76,76,46,14,51,39
quina,1023,25/07/2002,False,19,34,38,49,70,34,49,38,70,19
quina,1024,27/07/2002,False,13,18,20,35,70,70,35,20,13,18
quina,1025,30/07/2002,False,06,16,21,32,50,50,21,16,32,06
quina,1026,01/08/2002,True,06,10,21,45,75,21,45,10,75,06
quina,1027,03/08/2002,False,30,38,48,50,64,64,48,50,38,30
quina,1028,06/08/2002,False,02,06,07,29,30,02,07,29,30,06
quina,1029,08/08/2002,False,18,34,40,50,51,18,50,51,34,40
quina,1030,10/08/2002,False,04,24,47,49,69,47,49,04,69,24
quina,1031,13/08/2002,False,22,29,39,56,80,80,29,39,56,22
quina,1032,15/08/2002,False,02,14,17,29,47,47,14,02,17,29
quina,1033,17/08/2002,True,10,30,41,56,69,41,56,30,10,69
quina,1034,20/08/2002,False,13,20,24,42,43,43,20,24,13,42
quina,1035,22/08/2002,False,09,16,41,70,72,09,72,41,70,16
quina,1036,24/08/2002,False,05,29,36,50,71,71,05,50,29,36
quina,1037,27/08/2002,False,05,31,64,68,73,73,64,68,05,31
quina,1038,29/08/2002,False,19,40,49,73,79,19,49,73,40,79
quina,1039,31/08/2002,False,14,25,28,51,63,51,25,63,14,28
quina,1040,03/09/2002,False,07,11,22,48,63,11,48,22,07,63
quina,1041,05/09/2002,False,10,25,53,61,67,53,25,10,67,61
quina,1042,07/09/2002,False,22,31,45,47,70,70,47,45,31,22
quina,1043,10/09/2002,False,12,28,73,78,80,28,12,80,78,73
quina,1044,12/09/2002,False,10,12,25,31,70,25,70,10,31,12
quina,1045,14/09/2002,False,02,07,25,30,67,67,25,02,07,30
quina,1046,17/09/2002,False,23,32,40,46,55,23,40,55,32,46
quina,1047,19/09/2002,False,29,56,65,68,72,56,65,72,29,68
quina,1048,21/09/2002,False,10,32,44,69,77,69,77,10,32,44
quina,1049,24/09/2002,False,26,29,37,75,80,29,80,37,26,75
quina,1050,26/09/2002,False,22,36,53,54,59,22,53,36,59,54
quina,1051,28/09/2002,False,02,42,44,49,63,02,44,49,42,63
quina,1052,01/10/2002,False,04,12,26,54,62,54,12,04,26,62
quina,1053,03/10/2002,False,25,35,36,40,71,71,36,35,40,25
quina,1054,05/10/2002,False,10,52,56,66,73,56,73,10,52,66
quina,1055,08/10/2002,False,16,19,29,30,73,29,19,30,73,16
quina,1056,10/10/2002,False,09,12,34,41,46,41,12,09,46,34
quina,1057,12/10/2002,False,09,13,14,48,69,13,09,48,69,14
quina,1058,15/10/2002,False,08,39,51,57,68,08,39,68,51,57
quina,1059,17/10/2002,False,11,16,17,43,63,16,43,17,63,11
quina,1060,19/10/2002,False,26,40,42,53,76,53,26,40,42,76
quina,1061,22/10/2002,False,28,33,34,41,53,28,34,41,53,33
quina,1062,24/10/2002,False,39,46,51,55,70,55,39,70,51,46
quina,1063,26/10/2002,False,05,18,28,53,59,53,59,05,18,28
quina,1064,29/10/2002,False,10,18,35,43,62,10,43,35,62,18
quina,1065,31/10/2002,False,04,06,08,27,46,04,08,27,46,06
quina,1066,02/11/2002,False,37,44,66,73,80,66,73,80,44,37
quina,1067,05/11/2002,False,11,35,42,78,80,78,42,35,11,80
quina,1068,07/11/2002,False,13,37,40,47,57,57,13,37,47,40
quina,1069,09/11/2002,False,28,43,47,53,73,73,47,43,28,53
quina,1070,12/11/2002,False,03,26,29,56,59,59,29,56,03,26
quina,1071,14/11/2002,False,13,48,50,73,78,13,48,73,78,50
quina,1072,16/11/2002,False,07,23,33,53,77,23,33,07,53,77
quina,1073,19/11/2002,False,23,42,57,58,78,23,42,57,58,78
quina,1074,21/11/2002,True,03,04,10,57,76,57,76,04,03,10
quina,1075,23/11/2002,False,40,48,54,61,66,48,61,40,66,54
quina,1076,26/11/2002,False,29,33,36,64,73,29,33,36,64,73
quina,1077,28/11/2002,False,06,34,41,48,73,73,48,41,06,34
quina,1078,30/11/2002,False,11,22,24,55,64,11,55,64,24,22
quina,1079,03/12/2002,False,05,07,45,48,68,45,07,48,68,05
quina,1080,05/12/2002,False,05,33,34,48,68,05,48,33,68,34
quina,1081,07/12/2002,False,02,04,40,64,78,02,04,40,64,78
quina,1082,10/12/2002,False,21,23,24,28,72,28,24,21,23,72
quina,1083,12/12/2002,False,26,33,41,46,49,49,26,33,41,46
quina,1084,14/12/2002,False,09,31,49,56,72,31,56,72,49,09
quina,1085,17/12/2002,False,10,22,26,70,74,26,10,74,22,70
quina,1086,19/12/2002,False,05,38,49,64,74,49,74,38,05,64
quina,1087,21/12/2002,False,04,06,15,29,32,15,04,06,32,29
quina,1088,26/12/2002,False,01,07,31,46,60,46,01,60,07,31
quina,1089,28/12/2002,False,19,22,44,55,73,22,55,44,19,73
quina,1090,02/01/2003,True,28,30,36,55,78,55,30,78,28,36
quina,1091,04/01/2003,False,15,23,43,45,78,23,78,15,45,43
quina,1092,07/01/2003,True,12,42,55,63,64,42,55,63,12,64
quina,1093,09/01/2003,False,12,24,28,31,70,31,24,28,12,70
quina,1094,11/01/2003,False,03,19,36,46,64,03,19,36,46,64
quina,1095,14/01/2003,False,09,18,21,32,52,21,18,09,52,32
quina,1096,16/01/2003,False,09,26,38,45,63,45,63,38,09,26
quina,1097,18/01/2003,False,02,18,46,61,74,02,18,46,61,74
quina,1098,21/01/2003,False,01,10,13,31,42,13,42,31,10,01
quina,1099,23/01/2003,True,09,27,30,50,57,50,57,27,09,30
quina,1100,25/01/2003,False,18,28,39,54,74,18,39,54,28,74
quina,1101,28/01/2003,False,41,65,74,78,80,78,65,41,80,74
quina,1102,30/01/2003,True,20,22,29,39,50,20,22,39,50,29
quina,1103,01/02/2003,False,20,32,33,43,74,32,33,74,43,20
quina,1104,04/02/2003,True,01,29,35,41,59,35,29,41,59,01
quina,1105,06/02/2003,False,36,37,38,48,78,37,48,38,78,36
quina,1106,08/02/2003,False,16,25,30,62,73,16,30,25,62,73
quina,1107,11/02/2003,False,08,11,18,49,79,08,49,18,79,11
quina,1108,13/02/2003,False,13,15,21,45,53,15,45,13,21,53
quina,1109,15/02/2003,False,08,11,29,35,55,08,11,35,29,55
quina,1110,18/02/2003,False,31,40,44,51,80,80,40,44,31,51
quina,1111,20/02/2003,False,07,31,35,39,45,45,39,35,31,07
quina,1112,22/02/2003,True,15,25,51,65,70,65,25,15,70,51
quina,1113,25/02/2003,False,02,14,16,34,54,14,02,16,34,54
quina,1114,27/02/2003,False,08,12,16,40,59,12,59,16,40,08
quina,1115,01/03/2003,True,04,42,52,56,73,73,52,04,42,56
quina,1116,06/03/2003,False,04,19,29,33,70,70,04,19,29,33
quina,1117,08/03/2003,False,03,10,23,32,51,23,03,10,51,32
quina,1118,11/03/2003,False,10,36,42,62,70,70,36,42,10,62
quina,1119,13/03/2003,False,44,46,65,73,74,74,44,73,65,46
quina,1120,15/03/2003,False,27,33,48,55,76,27,48,76,55,33
quina,1121,18/03/2003,False,26,40,42,74,76,42,76,40,26,74
quina,1122,20/03/2003,False,09,39,45,52,77,45,52,77,39,09
quina,1123,22/03/2003,False,18,21,42,56,75,18,75,56,42,21
quina,1124,25/03/2003,False,26,33,62,65,67,65,67,62,26,33
quina,1125,27/03/2003,False,33,45,48,73,77,73,48,45,77,33
quina,1126,29/03/2003,False,05,41,56,74,79,79,05,41,74,56
quina,1127,01/04/2003,False,18,22,32,46,72,46,22,18,32,72
quina,1128,03/04/2003,False,04,08,10,34,70,08,10,04,34,70
quina,1129,05/04/2003,False,03,19,27,58,66,66,27,58,19,03
quina,1130,08/04/2003,False,08,17,46,53,74,17,08,46,53,74
quina,1131,10/04/2003,False,18,23,45,56,72,45,72,18,23,56
quina,1132,12/04/2003,False,35,42,45,63,77,42,63,77,35,45
quina,1133,15/04/2003,False,22,28,38,46,68,68,28,22,38,46
quina,1134,17/04/2003,False,02,27,33,56,66,02,66,56,27,33
quina,1135,19/04/2003,True,18,32,41,72,76,32,76,18,72,41
quina,1136,22/04/2003,False,05,12,16,47,58,58,05,12,47,16
quina,1137,24/04/2003,True,10,19,33,39,78,39,78,19,10,33
quina,1138,26/04/2003,False,07,11,18,40,51,11,40,07,51,18
quina,1139,29/04/2003,False,18,31,45,61,71,31,45,61,18,71
quina,1140,01/05/2003,False,31,34,38,58,61,38,58,34,61,31
quina,1141,03/05/2003,True,36,49,62,77,78,62,36,78,77,49
quina,1142,06/05/2003,False,22,39,56,64,73,64,39,56,73,22
quina,1143,08/05/2003,True,05,42,44,69,78,05,78,44,69,42
quina,1144,10/05/2003,False,07,16,61,66,70,61,16,70,66,07
quina,1145,13/05/2003,False,24,27,44,61,70,70,61,44,24,27
quina,1146,15/05/2003,False,13,16,45,64,78,16,64,45,78,13
quina,1147,17/05/2003,False,34,51,54,60,66,34,66,60,54,51
quina,1148,20/05/2003,False,20,23,44,52,69,52,44,20,23,69
quina,1149,22/05/2003,False,23,24,60,67,69,60,23,67,24,69
quina,1150,24/05/2003,False,04,30,33,39,47,30,33,04,47,39
quina,1151,27/05/2003,False,23,30,54,57,67,57,30,54,23,67
quina,1152,29/05/2003,False,08,25,26,47,78,47,08,26,25,78
quina,1153,31/05/2003,False,29,60,61,77,79,79,60,29,77,61
quina,1154,03/06/2003,False,12,21,42,54,56,54,12,42,21,56
quina,1155,05/06/2003,False,03,18,21,53,66,53,21,66,18,03
quina,1156,07/06/2003,False,24,38,44,50,57,24,50,57,44,38
quina,1157,10/06/2003,False,07,10,28,62,78,10,28,78,07,62
quina,1158,12/06/2003,False,18,34,36,41,69,36,18,34,41,69
quina,1159,14/06/2003,False,10,24,41,56,61,24,56,41,10,61
quina,1160,17/06/2003,False,08,39,62,76,78,76,39,78,62,08
quina,1161,19/06/2003,False,06,10,17,19,44,17,44,19,06,10
quina,1162,21/06/2003,False,11,26,30,61,80,30,11,26,80,61
quina,1163,24/06/2003,True,12,25,26,33,70,33,12,25,70,26
quina,1164,26/06/2003,True,12,52,54,72,79,79,54,72,52,12
quina,1165,28/06/2003,False,40,41,52,71,72,40,71,41,72,52
quina,1166,01/07/2003,False,07,24,54,60,64,24,54,64,60,07
quina,1167,03/07/2003,False,14,17,28,39,66,39,28,66,17,14
quina,1168,05/07/2003,False,01,15,31,58,74,58,01,15,31,74
quina,1169,08/07/2003,False,14,15,20,43,44,43,15,44,20,14
quina,1170,10/07/2003,True,09,10,15,54,79,15,09,79,10,54
quina,1171,12/07/2003,False,04,07,28,29,78,78,28,07,04,29
quina,1172,15/07/2003,False,01,33,47,60,64,60,33,47,01,64
quina,1173,17/07/2003,False,13,18,40,52,70,40,18,70,13,52
quina,1174,19/07/2003,False,45,58,71,73,79,79,73,71,58,45
quina,1175,22/07/2003,False,20,23,40,42,47,42,23,40,47,20
quina,1176,24/07/2003,False,08,10,31,32,61,08,31,61,32,10
quina,1177,26/07/2003,False,29,35,38,43,75,35,29,75,38,43
quina,1178,29/07/2003,False,01,56,60,68,80,60,80,01,56,68
quina,1179,31/07/2003,False,15,52,66,71,78,15,78,71,52,66
quina,1180,02/08/2003,False,03,16,19,22,38,03,19,22,16,38
quina,1181,05/08/2003,False,07,21,42,43,60,43,21,60,42,07
quina,1182,07/08/2003,False,03,06,08,36,66,03,08,66,36,06
quina,1183,09/08/2003,False,21,42,52,66,79,42,79,52,21,66
quina,1184,12/08/2003,True,02,21,34,47,60,60,21,02,34,47
quina,1185,14/08/2003,False,18,38,40,68,72,40,38,18,72,68
quina,1186,16/08/2003,False,21,26,42,50,54,26,21,54,42,50
quina,1187,19/08/2003,False,05,15,18,55,78,18,15,55,05,78
quina,1188,21/08/2003,False,04,14,72,73,74,14,72,74,04,73
quina,1189,23/08/2003,False,04,17,21,39,76,17,04,39,21,76
quina,1190,26/08/2003,True,19,40,44,71,73,19,44,40,73,71
quina,1191,28/08/2003,False,06,27,40,46,71,27,06,46,40,71
quina,1192,30/08/2003,False,03,18,70,79,80,80,70,79,18,03
quina,1193,02/09/2003,False,07,09,70,73,74,70,07,73,74,09
quina,1194,04/09/2003,False,04,15,46,54,59,04,59,46,54,15
quina,1195,06/09/2003,False,07,22,47,61,64,61,47,64,22,07
quina,1196,09/09/2003,False,12,14,38,61,62,38,12,62,61,14
quina,1197,11/09/2003,False,05,21,43,51,66,51,05,66,21,43
quina,1198,13/09/2003,False,09,13,28,48,80,09,28,80,13,48
quina,1199,16/09/2003,False,24,26,32,40,56,24,40,26,56,32
quina,1200,18/09/2003,False,16,30,42,58,65,65,30,16,58,42
quina,1201,20/09/2003,False,10,13,42,60,61,13,61,60,10,42
quina,1202,23/09/2003,False,31,38,62,73,76,38,31,76,73,62
quina,1203,25/09/2003,False,09,34,39,42,75,34,75,39,42,09
quina,1204,27/09/2003,False,05,07,30,49,62,62,30,49,05,07
quina,1205,30/09/2003,False,17,30,37,44,77,37,30,17,44,77
quina,1206,02/10/2003,False,03,09,33,37,40,03,37,33,40,09
quina,1207,04/10/2003,False,11,25,43,61,71,11,71,61,43,25
quina,1208,07/10/2003,False,08,14,53,67,69,14,69,67,08,53
quina,1209,09/10/2003,False,24,36,43,73,75,24,75,73,43,36
quina,1210,11/10/2003,False,11,29,31,49,51,11,51,29,49,31
quina,1211,14/10/2003,False,19,40,52,65,78,19,52,65,78,40
quina,1212,16/10/2003,False,14,32,52,72,75,32,14,75,72,52
quina,1213,18/10/2003,True,07,24,41,52,77,41,77,07,24,52
quina,1214,21/10/2003,False,01,07,40,42,47,47,40,07,01,42
quina,1215,23/10/2003,True,19,22,32,65,71,32,71,65,22,19
quina,1216,25/10/2003,False,38,43,44,48,77,48,38,44,77,43
quina,1217,28/10/2003,False,07,12,19,58,72,72,12,07,58,19
quina,1218,30/10/2003,False,10,21,29,54,78,54,29,21,10,78
quina,1219,01/11/2003,True,09,19,34,55,60,09,34,60,55,19
quina,1220,04/11/2003,False,37,39,44,59,75,59,75,37,39,44
quina,1221,06/11/2003,False,03,15,52,66,76,66,15,03,52,76
quina,1222,08/11/2003,True,26,33,46,58,79,79,33,46,58,26
quina,1223,11/11/2003,False,16,42,51,61,66,42,16,66,61,51
quina,1224,13/11/2003,False,10,13,18,78,79,13,18,79,78,10
quina,1225,15/11/2003,False,06,25,35,38,40,35,38,25,40,06
quina,1226,18/11/2003,True,14,18,25,35,66,35,25,18,14,66
quina,1227,20/11/2003,False,45,53,68,73,77,45,77,73,68,53
quina,1228,22/11/2003,True,28,31,40,52,55,55,31,28,40,52
quina,1229,25/11/2003,True,30,35,40,50,67,35,30,50,67,40
quina,1230,27/11/2003,True,02,49,51,68,80,02,51,49,80,68
quina,1231,29/11/2003,False,16,44,49,50,53,50,49,16,44,53
quina,1232,02/12/2003,False,38,49,58,66,70,70,38,66,58,49
quina,1233,04/12/2003,False,04,31,35,45,72,72,35,45,04,31
quina,1234,06/12/2003,True,05,33,39,44,52,05,52,44,33,39
quina,1235,09/12/2003,False,05,27,53,69,72,27,53,05,72,69
quina,1236,11/12/2003,False,31,32,52,53,54,53,31,52,54,32
quina,1237,13/12/2003,False,19,21,49,53,76,49,21,53,19,76
quina,1238,16/12/2003,False,06,16,33,36,47,36,06,47,16,33
quina,1239,18/12/2003,False,60,62,64,65,68,65,62,64,60,68
quina,1240,20/12/2003,False,19,26,30,43,46,46,19,26,30,43
quina,1241,23/12/2003,True,12,24,28,37,71,37,71,12,24,28
quina,1242,27/12/2003,False,08,13,24,26,34,24,08,34,13,26
quina,1243,30/12/2003,True,29,39,59,60,65,59,65,60,39,29
quina,1244,03/01/2004,False,04,10,44,63,76,44,04,63,76,10
quina,1245,06/01/2004,True,04,20,53,59,70,70,53,59,04,20
quina,1246,08/01/2004,False,18,22,44,63,75,75,44,63,22,18
quina,1247,10/01/2004,False,14,16,26,29,47,47,26,14,29,16
quina,1248,13/01/2004,False,04,05,19,29,41,41,05,29,19,04
quina,1249,15/01/2004,True,08,34,35,51,79,35,51,34,08,79
quina,1250,17/01/2004,False,04,05,10,68,77,05,04,68,10,77
quina,1251,20/01/2004,True,35,51,52,71,77,35,71,77,52,51
quina,1252,22/01/2004,False,01,08,34,56,80,56,34,01,80,08
quina,1253,24/01/2004,True,03,35,44,65,77,03,77,44,65,35
quina,1254,27/01/2004,False,16,30,31,55,69,30,16,69,55,31
quina,1255,29/01/2004,True,04,31,57,68,76,76,31,04,57,68
quina,1256,31/01/2004,False,05,07,11,29,41,11,29,07,05,41
quina,1257,03/02/2004,False,15,30,43,63,64,15,64,30,43,63
quina,1258,05/02/2004,False,16,28,33,57,64,57,28,33,64,16
quina,1259,07/02/2004,True,14,16,38,46,50,38,46,14,50,16
quina,1260,10/02/2004,False,04,13,32,33,51,32,04,13,51,33
quina,1261,12/02/2004,True,04,25,45,62,78,25,62,45,04,78
quina,1262,14/02/2004,True,22,23,25,36,39,25,23,36,22,39
quina,1263,17/02/2004,False,08,19,39,70,80,19,70,08,80,39
quina,1264,19/02/2004,False,02,17,20,54,71,71,02,17,20,54
quina,1265,21/02/2004,False,11,21,28,38,64,11,64,38,21,28
quina,1266,26/02/2004,True,17,18,49,50,63,18,63,50,17,49
quina,1267,28/02/2004,False,21,26,39,66,76,21,26,39,66,76
quina,1268,02/03/2004,True,30,37,48,57,76,57,48,37,30,76
quina,1269,04/03/2004,True,13,19,38,39,49,39,13,38,19,49
quina,1270,06/03/2004,True,04,25,36,46,63,25,04,46,63,36
quina,1271,09/03/2004,True,01,19,34,39,68,68,39,34,19,01
quina,1272,11/03/2004,False,05,13,14,64,68,13,05,68,14,64
quina,1273,13/03/2004,False,15,26,31,41,56,26,41,15,31,56
quina,1274,16/03/2004,True,42,43,60,62,80,43,62,80,60,42
quina,1275,18/03/2004,False,19,38,47,49,74,19,49,38,74,47
quina,1276,20/03/2004,False,03,14,24,33,75,75,14,24,33,03
quina,1277,23/03/2004,False,13,18,29,30,44,30,18,13,29,44
quina,1278,25/03/2004,True,09,15,33,40,74,15,09,40,74,33
quina,1279,27/03/2004,False,06,18,24,39,70,18,24,70,39,06
quina,1280,30/03/2004,False,11,13,24,29,48,48,24,29,13,11
quina,1281,01/04/2004,True,27,39,50,74,76,76,27,39,50,74
quina,1282,03/04/2004,False,46,65,67,69,70,69,67,65,70,46
quina,1283,06/04/2004,False,15,21,29,40,52,52,15,29,21,40
quina,1284,08/04/2004,False,04,09,44,45,77,45,77,09,44,04
quina,1285,10/04/2004,False,19,34,58,60,72,72,19,60,34,58
quina,1286,13/04/2004,False,41,43,49,56,58,49,43,41,58,56
quina,1287,15/04/2004,False,12,34,35,44,63,63,44,12,34,35
quina,1288,17/04/2004,True,01,04,23,65,74,04,01,74,65,23
quina,1289,20/04/2004,False,37,61,68,71,76,61,68,76,71,37
quina,1290,22/04/2004,True,52,53,61,66,78,53,78,61,52,66
quina,1291,24/04/2004,False,17,46,53,58,63,17,53,58,63,46
quina,1292,27/04/2004,True,15,26,32,56,60,26,56,15,60,32
quina,1293,29/04/2004,True,05,36,75,77,78,78,75,77,36,05
quina,1294,01/05/2004,True,08,09,42,55,57,08,09,57,42,55
quina,1295,04/05/2004,False,02,22,24,56,78,56,22,24,78,02
quina,1296,06/05/2004,False,06,07,36,49,54,06,36,49,54,07
quina,1297,08/05/2004,False,29,33,51,56,58,58,33,29,51,56
quina,1298,11/05/2004,True,12,24,60,66,77,66,60,24,12,77
quina,1299,13/05/2004,True,33,50,52,73,79,73,50,52,33,79
quina,1300,15/05/2004,False,16,34,38,54,65,34,16,65,54,38
quina,1301,18/05/2004,True,53,55,63,64,75,75,63,64,53,55
quina,1302,20/05/2004,False,07,10,15,26,77,15,10,07,77,26
quina,1303,22/05/2004,False,05,09,39,49,69,05,49,09,69,39
quina,1304,25/05/2004,False,04,05,27,64,72,04,05,27,72,64
quina,1305,27/05/2004,False,07,08,18,25,35,07,18,08,35,25
quina,1306,29/05/2004,False,29,34,40,45,47,40,29,45,34,47
quina,1307,01/06/2004,False,09,16,36,48,67,16,09,48,36,67
quina,1308,03/06/2004,True,15,47,71,72,74,15,71,74,72,47
quina,1309,05/06/2004,False,05,28,36,39,80,28,36,05,39,80
quina,1310,08/06/2004,False,15,20,31,35,69,35,15,20,31,69
quina,1311,12/06/2004,True,34,38,52,65,74,34,65,74,52,38
quina,1312,15/06/2004,False,12,22,31,36,47,31,12,36,47,22
quina,1313,17/06/2004,False,14,27,39,41,49,49,27,14,39,41
quina,1314,19/06/2004,False,10,38,47,68,76,38,76,10,68,47
quina,1315,22/06/2004,False,05,33,38,51,65,38,65,51,05,33
quina,1316,24/06/2004,True,39,42,51,70,71,39,51,71,42,70
quina,1317,26/06/2004,True,05,29,39,66,68,68,05,66,39,29
quina,1318,29/06/2004,False,05,10,39,66,78,05,78,39,10,66
quina,1319,01/07/2004,False,18,24,32,37,39,24,18,37,32,39
quina,1320,03/07/2004,True,09,33,37,61,69,37,69,61,09,33
quina,1321,06/07/2004,False,18,34,39,65,66,39,66,65,34,18
quina,1322,08/07/2004,True,16,28,43,47,68,47,28,16,68,43
quina,1323,10/07/2004,False,19,31,52,55,75,31,55,19,75,52
quina,1324,13/07/2004,True,03,34,47,48,71,48,47,03,34,71
quina,1325,15/07/2004,True,20,22,25,27,73,73,25,27,22,20
quina,1326,17/07/2004,True,24,44,58,67,77,44,77,24,67,58
quina,1327,20/07/2004,False,07,18,44,57,61,57,07,18,61,44
quina,1328,22/07/2004,True,04,14,47,70,73,73,47,70,04,14
quina,1329,24/07/2004,True,21,25,59,74,80,80,74,59,21,25
quina,1330,27/07/2004,True,22,45,52,56,71,56,71,45,52,22
quina,1331,29/07/2004,True,27,30,38,40,46,46,40,30,27,38
quina,1332,31/07/2004,False,19,21,25,44,71,19,44,21,71,25
quina,1333,03/08/2004,True,14,23,46,70,75,46,70,14,75,23
quina,1334,05/08/2004,False,12,22,49,50,63,63,49,22,12,50
quina,1335,07/08/2004,False,13,32,69,76,79,79,32,69,13,76
quina,1336,10/08/2004,False,01,05,26,41,67,67,05,26,01,41
quina,1337,12/08/2004,False,19,21,36,58,79,58,79,21,19,36
quina,1338,14/08/2004,False,09,15,19,45,75,19,15,45,75,09
quina,1339,17/08/2004,True,22,26,27,41,79,26,41,22,27,79
quina,1340,19/08/2004,True,12,27,48,66,67,67,66,27,12,48
quina,1341,21/08/2004,False,13,15,33,41,48,15,33,13,48,41
quina,1342,24/08/2004,False,21,35,61,69,80,35,21,61,80,69
quina,1343,26/08/2004,False,18,21,30,34,66,66,34,18,30,21
quina,1344,28/08/2004,False,32,47,73,79,80,79,32,80,73,47
quina,1345,31/08/2004,False,22,35,54,61,66,22,66,54,35,61
quina,1346,02/09/2004,False,11,13,28,32,58,28,58,32,11,13
quina,1347,04/09/2004,True,18,30,37,45,70,37,30,70,45,18
quina,1348,09/09/2004,False,04,30,52,64,72,64,30,72,04,52
quina,1349,11/09/2004,False,03,35,45,49,76,35,49,45,76,03
quina,1350,14/09/2004,False,18,28,53,64,69,64,53,28,69,18
quina,1351,16/09/2004,False,08,12,36,43,48,48,12,36,08,43
quina,1352,18/09/2004,False,09,11,40,52,79,52,79,40,11,09
