loteria,concurso,data,acumulou,b1,b2,b3,b4,b5,o1,o2,o3,o4,o5
quina,3511,10/06/2014,True,06,21,26,31,48,21,06,48,31,26
quina,3512,11/06/2014,True,02,18,51,64,65,02,18,64,51,65
quina,3513,12/06/2014,True,22,25,41,56,58,25,56,41,22,58
quina,3514,13/06/2014,False,13,18,19,51,70,19,13,70,51,18
quina,3515,14/06/2014,True,01,60,61,66,73,01,60,73,61,66
quina,3516,16/06/2014,True,05,44,53,67,77,44,05,77,67,53
quina,3517,24/06/2014,False,15,26,55,71,79,15,79,71,55,26
quina,3518,25/06/2014,False,16,25,27,56,80,56,80,25,27,16
quina,3519,26/06/2014,True,39,46,50,64,72,64,39,72,50,46
quina,3520,27/06/2014,True,04,21,47,59,79,47,04,59,79,21
quina,3521,28/06/2014,True,21,41,52,58,71,52,41,71,58,21
quina,3522,30/06/2014,True,01,40,47,50,62,40,47,50,01,62
quina,3523,01/07/2014,True,05,19,60,70,72,60,72,05,70,19
quina,3524,02/07/2014,True,10,33,36,72,76,10,36,76,72,33
quina,3525,03/07/2014,False,01,04,12,25,61,61,04,12,25,01
quina,3526,04/07/2014,True,33,40,56,66,74,33,66,40,74,56
quina,3527,05/07/2014,True,17,50,59,66,77,59,50,17,66,77
quina,3528,07/07/2014,True,02,12,27,46,59,12,02,59,46,27
quina,3529,08/07/2014,True,06,14,18,35,61,14,06,35,61,18
quina,3530,09/07/2014,False,02,03,12,13,18,03,12,13,18,02
quina,3531,10/07/2014,True,09,46,50,67,79,09,67,50,46,79
quina,3532,11/07/2014,True,01,19,53,56,57,56,01,53,57,19
quina,3533,12/07/2014,True,15,21,33,38,73,38,73,15,21,33
quina,3534,14/07/2014,True,19,33,37,38,49,19,33,37,38,49
quina,3535,15/07/2014,True,05,13,49,58,75,13,58,49,75,05
quina,3536,16/07/2014,True,10,26,58,71,78,26,10,71,58,78
quina,3537,17/07/2014,True,36,48,51,54,65,65,51,36,48,54
quina,3538,18/07/2014,False,03,20,25,63,71,25,03,71,20,63
quina,3539,19/07/2014,True,05,19,21,26,40,19,26,40,21,05
quina,3540,21/07/2014,True,06,07,26,27,37,07,27,26,06,37
quina,3541,22/07/2014,False,17,30,47,52,54,54,47,52,17,30
quina,3542,23/07/2014,True,16,33,41,61,75,41,33,75,16,61
quina,3543,24/07/2014,True,25,36,42,45,52,45,25,36,52,42
quina,3544,25/07/2014,True,23,41,48,76,80,48,41,23,80,76
quina,3545,26/07/2014,True,37,54,65,70,80,37,80,70,65,54
quina,3546,28/07/2014,False,10,13,14,43,51,13,51,43,10,14
quina,3547,29/07/2014,True,26,30,52,69,76,69,52,30,76,26
quina,3548,30/07/2014,True,05,39,57,59,79,39,59,79,05,57
quina,3549,31/07/2014,False,05,07,08,47,77,77,07,08,47,05
quina,3550,01/08/2014,False,09,34,41,71,73,34,73,71,41,09
quina,3551,02/08/2014,False,37,38,52,65,75,65,37,38,75,52
quina,3552,04/08/2014,False,02,16,29,66,68,68,29,66,02,16
quina,3553,05/08/2014,False,01,14,27,55,62,14,01,62,27,55
quina,3554,06/08/2014,False,08,19,24,30,47,24,08,30,47,19
quina,3555,07/08/2014,True,11,19,31,44,68,11,31,44,68,19
quina,3556,08/08/2014,True,05,19,30,31,65,05,19,31,30,65
quina,3557,09/08/2014,True,01,10,38,56,63,63,56,38,10,01
quina,3558,11/08/2014,True,08,32,36,76,80,08,32,80,76,36
quina,3559,12/08/2014,False,14,34,39,55,56,14,56,39,34,55
quina,3560,13/08/2014,True,14,34,44,45,51,45,51,34,14,44
quina,3561,14/08/2014,True,13,15,44,69,78,15,69,44,78,13
quina,3562,15/08/2014,False,16,23,29,44,50,29,50,44,16,23
quina,3563,16/08/2014,True,41,48,63,67,71,67,63,48,41,71
quina,3564,18/08/2014,True,05,13,29,50,58,29,13,05,50,58
quina,3565,19/08/2014,False,18,26,48,53,75,75,26,53,18,48
quina,3566,20/08/2014,True,34,35,45,68,71,35,68,45,34,71
quina,3567,21/08/2014,True,11,24,28,31,37,31,37,28,11,24
quina,3568,22/08/2014,True,09,13,29,38,78,29,13,09,38,78
quina,3569,23/08/2014,True,15,42,54,61,69,42,54,69,15,61
quina,3570,25/08/2014,True,08,15,22,35,45,35,22,08,15,45
quina,3571,26/08/2014,True,26,44,56,64,65,26,56,44,65,64
quina,3572,27/08/2014,True,39,41,62,65,72,65,72,39,62,41
quina,3573,28/08/2014,True,02,09,43,64,80,80,43,09,02,64
quina,3574,29/08/2014,False,07,52,55,64,73,73,64,07,55,52
quina,3575,30/08/2014,True,02,16,19,22,36,16,02,19,36,22
quina,3576,01/09/2014,True,04,21,31,62,72,04,21,72,31,62
quina,3577,02/09/2014,True,31,34,51,55,78,51,55,78,31,34
quina,3578,03/09/2014,False,26,43,54,57,65,26,57,65,54,43
quina,3579,04/09/2014,True,11,34,35,58,73,58,11,73,34,35
quina,3580,05/09/2014,True,06,16,18,41,44,44,18,06,16,41
quina,3581,06/09/2014,True,17,34,53,63,77,53,77,34,17,63
quina,3582,08/09/2014,True,44,50,52,60,70,52,44,60,50,70
quina,3583,09/09/2014,True,23,39,44,54,57,44,39,54,23,57
quina,3584,10/09/2014,True,09,50,51,58,74,09,50,74,58,51
quina,3585,11/09/2014,False,16,23,50,59,65,59,65,50,23,16
quina,3586,12/09/2014,False,02,05,46,47,51,51,46,05,02,47
quina,3587,13/09/2014,True,26,35,51,70,78,51,35,26,70,78
quina,3588,15/09/2014,True,15,21,45,47,63,63,45,15,47,21
quina,3589,16/09/2014,True,02,17,30,41,64,64,30,02,17,41
quina,3590,17/09/2014,True,06,46,71,73,78,73,71,46,06,78
quina,3591,18/09/2014,False,11,13,15,37,75,75,37,11,15,13
quina,3592,19/09/2014,True,18,25,35,41,60,41,35,25,18,60
quina,3593,20/09/2014,True,20,35,45,65,69,45,69,20,65,35
quina,3594,22/09/2014,False,11,28,72,73,74,28,72,74,73,11
quina,3595,23/09/2014,True,08,35,41,45,54,35,41,08,45,54
quina,3596,24/09/2014,True,13,30,47,50,78,30,50,13,47,78
quina,3597,25/09/2014,True,01,21,28,54,68,21,68,28,01,54
quina,3598,26/09/2014,True,15,30,46,58,79,30,79,46,58,15
quina,3599,27/09/2014,True,09,35,45,71,73,71,35,45,73,09
quina,3600,29/09/2014,False,42,43,72,75,78,43,72,78,75,42
quina,3601,30/09/2014,False,02,06,07,31,79,07,02,06,79,31
quina,3602,01/10/2014,False,19,28,30,43,45,30,28,43,19,45
quina,3603,02/10/2014,True,01,38,49,62,73,38,01,49,62,73
quina,3604,03/10/2014,True,01,18,32,47,64,64,32,01,47,18
quina,3605,04/10/2014,True,12,24,34,44,78,44,78,34,12,24
quina,3606,06/10/2014,False,12,26,28,53,55,26,53,55,12,28
quina,3607,07/10/2014,True,11,51,68,69,74,74,68,51,11,69
quina,3608,08/10/2014,True,10,33,38,46,63,46,38,33,63,10
quina,3609,09/10/2014,True,23,37,50,69,77,77,37,50,69,23
quina,3610,10/10/2014,False,01,12,13,23,71,23,01,13,12,71
quina,3611,11/10/2014,True,16,18,40,62,75,18,62,16,40,75
quina,3612,13/10/2014,False,03,07,33,34,58,33,03,34,58,07
quina,3613,14/10/2014,True,19,22,28,31,33,33,28,22,31,19
quina,3614,15/10/2014,True,32,53,54,59,63,53,32,54,63,59
quina,3615,16/10/2014,True,21,39,58,61,69,21,58,69,61,39
quina,3616,17/10/2014,True,14,26,36,38,50,26,36,38,14,50
quina,3617,18/10/2014,False,04,05,60,75,79,04,79,60,05,75
quina,3618,20/10/2014,True,13,17,44,49,54,49,54,44,17,13
quina,3619,21/10/2014,True,19,31,57,67,71,57,71,31,19,67
quina,3620,22/10/2014,True,17,40,50,59,73,59,50,17,73,40
quina,3621,23/10/2014,False,13,19,55,57,63,63,57,19,55,13
quina,3622,24/10/2014,True,04,15,18,51,55,15,55,51,18,04
quina,3623,25/10/2014,False,31,40,61,68,72,68,72,40,61,31
quina,3624,27/10/2014,True,01,40,54,78,80,40,54,01,80,78
quina,3625,28/10/2014,False,29,42,53,75,77,29,77,42,75,53
quina,3626,29/10/2014,True,04,21,43,52,58,04,58,21,43,52
quina,3627,30/10/2014,True,03,35,37,57,80,35,37,80,57,03
quina,3628,31/10/2014,True,08,13,37,55,76,08,37,76,55,13
quina,3629,01/11/2014,True,01,08,25,45,57,45,57,01,08,25
quina,3630,03/11/2014,True,13,14,23,43,56,13,14,43,56,23
quina,3631,04/11/2014,True,06,32,54,55,75,54,55,75,32,06
quina,3632,05/11/2014,True,06,14,38,55,69,38,69,55,06,14
quina,3633,06/11/2014,True,01,20,49,57,77,20,49,57,77,01
quina,3634,07/11/2014,False,03,15,30,53,61,15,03,61,30,53
quina,3635,08/11/2014,True,42,44,56,59,64,64,59,44,42,56
quina,3636,10/11/2014,True,09,12,42,59,72,59,09,72,42,12
quina,3637,11/11/2014,True,19,29,42,52,63,63,42,19,29,52
quina,3638,12/11/2014,True,19,38,44,46,70,19,38,44,46,70
quina,3639,13/11/2014,True,29,32,34,39,63,39,34,29,63,32
quina,3640,14/11/2014,True,01,16,49,68,74,49,74,16,68,01
quina,3641,17/11/2014,False,04,09,53,61,63,09,04,63,61,53
quina,3642,18/11/2014,True,02,12,14,17,70,70,12,17,02,14
quina,3643,19/11/2014,True,21,33,53,64,80,33,80,64,53,21
quina,3644,20/11/2014,False,29,33,58,60,75,33,58,75,29,60
quina,3645,21/11/2014,True,09,17,26,42,46,46,17,09,26,42
quina,3646,22/11/2014,True,02,03,15,39,63,39,15,03,63,02
quina,3647,24/11/2014,True,09,24,35,63,79,35,09,24,63,79
quina,3648,25/11/2014,False,17,40,52,54,80,40,17,52,54,80
quina,3649,26/11/2014,False,01,04,17,24,42,04,17,01,24,42
quina,3650,27/11/2014,False,15,29,43,55,63,43,55,29,63,15
quina,3651,28/11/2014,True,17,44,66,70,80,44,80,70,66,17
quina,3652,29/11/2014,True,10,13,20,32,50,10,50,20,32,13
quina,3653,01/12/2014,False,09,13,16,37,58,58,13,37,16,09
quina,3654,02/12/2014,True,11,18,20,29,53,29,20,53,18,11
quina,3655,03/12/2014,True,02,11,13,22,29,22,29,02,11,13
quina,3656,04/12/2014,True,03,13,26,55,79,03,26,79,55,13
quina,3657,05/12/2014,False,09,35,44,57,75,44,75,09,57,35
quina,3658,06/12/2014,True,10,36,39,54,79,36,54,39,10,79
quina,3659,08/12/2014,False,04,33,44,49,57,04,44,49,57,33
quina,3660,09/12/2014,False,02,08,10,58,64,58,64,08,02,10
quina,3661,10/12/2014,True,02,06,32,63,66,32,02,63,06,66
quina,3662,11/12/2014,True,28,56,58,61,76,61,58,28,56,76
quina,3663,12/12/2014,True,17,32,62,67,79,79,67,17,32,62
quina,3664,13/12/2014,True,53,55,60,69,70,70,69,53,55,60
quina,3665,15/12/2014,True,22,26,58,60,61,26,58,61,60,22
quina,3666,16/12/2014,True,27,41,44,70,72,44,70,72,27,41
quina,3667,17/12/2014,False,18,22,49,63,65,63,22,65,18,49
quina,3668,18/12/2014,False,09,26,39,54,56,39,26,56,54,09
quina,3669,19/12/2014,False,13,39,40,45,55,40,45,13,55,39
quina,3670,20/12/2014,True,06,08,36,67,72,06,67,72,36,08
quina,3671,22/12/2014,True,03,16,25,29,39,29,03,25,39,16
quina,3672,23/12/2014,True,09,16,17,28,75,16,17,09,75,28
quina,3673,24/12/2014,False,02,06,29,66,80,66,06,80,02,29
quina,3674,26/12/2014,True,05,21,24,30,69,30,05,69,24,21
quina,3675,27/12/2014,True,34,49,52,77,79,79,49,77,34,52
quina,3676,29/12/2014,False,05,13,15,37,39,37,39,13,15,05
quina,3677,30/12/2014,False,16,22,67,72,73,67,22,16,73,72
quina,3678,31/12/2014,False,05,47,61,77,80,61,05,77,47,80
quina,3679,02/01/2015,True,11,16,23,56,61,11,16,23,61,56
quina,3680,03/01/2015,True,07,31,59,60,79,79,60,31,07,59
quina,3681,05/01/2015,True,10,14,15,29,31,15,29,10,31,14
quina,3682,06/01/2015,True,13,18,39,60,68,68,39,13,60,18
quina,3683,07/01/2015,False,26,28,31,43,76,43,26,28,76,31
quina,3684,08/01/2015,False,06,18,32,48,69,06,69,48,18,32
quina,3685,09/01/2015,True,17,19,35,53,76,17,19,53,76,35
quina,3686,10/01/2015,True,23,40,45,59,74,40,23,45,59,74
quina,3687,12/01/2015,False,33,50,59,60,78,50,78,60,59,33
quina,3688,13/01/2015,True,08,09,29,66,79,08,66,29,09,79
quina,3689,14/01/2015,True,10,36,44,52,72,72,10,52,44,36
quina,3690,15/01/2015,True,28,35,63,64,67,63,28,64,67,35
quina,3691,16/01/2015,False,06,11,19,53,72,11,53,19,72,06
quina,3692,17/01/2015,False,02,08,09,26,78,26,09,02,08,78
quina,3693,19/01/2015,True,25,31,63,67,70,70,67,25,31,63
quina,3694,20/01/2015,True,01,26,42,45,72,01,72,26,45,42
quina,3695,21/01/2015,True,11,32,47,67,76,11,32,47,76,67
quina,3696,22/01/2015,False,18,20,31,34,37,20,18,37,34,31
quina,3697,23/01/2015,True,06,49,53,66,67,66,53,67,06,49
quina,3698,24/01/2015,True,19,20,33,58,77,33,77,58,19,20
quina,3699,26/01/2015,False,10,14,52,74,75,52,74,10,14,75
quina,3700,27/01/2015,True,05,26,29,44,59,26,59,44,29,05
quina,3701,28/01/2015,True,09,15,35,40,78,35,78,15,09,40
quina,3702,29/01/2015,True,36,42,52,62,74,36,74,62,52,42
quina,3703,30/01/2015,True,09,12,16,43,67,09,43,16,12,67
quina,3704,31/01/2015,True,15,38,40,57,62,62,38,40,15,57
quina,3705,02/02/2015,True,22,27,49,52,63,52,63,49,27,22
quina,3706,03/02/2015,True,08,09,11,43,73,43,11,73,08,09
quina,3707,04/02/2015,True,05,19,34,70,72,34,72,05,19,70
quina,3708,05/02/2015,True,18,21,47,48,62,48,62,18,21,47
quina,3709,06/02/2015,True,06,11,25,35,74,74,35,11,25,06
quina,3710,07/02/2015,True,10,18,55,58,80,10,58,80,55,18
quina,3711,09/02/2015,False,18,32,55,64,73,64,55,18,32,73
quina,3712,10/02/2015,True,01,19,26,60,61,61,60,26,01,19
quina,3713,11/02/2015,True,21,39,41,49,54,21,49,54,39,41
quina,3714,12/02/2015,False,19,23,26,53,56,53,19,56,26,23
quina,3715,13/02/2015,True,26,28,31,33,62,28,62,33,26,31
quina,3716,14/02/2015,True,18,34,65,66,80,18,65,80,34,66
quina,3717,18/02/2015,True,30,37,38,52,55,38,55,30,37,52
quina,3718,19/02/2015,False,07,30,36,50,66,07,36,50,66,30
quina,3719,20/02/2015,True,04,20,21,55,56,20,21,04,56,55
quina,3720,21/02/2015,True,23,31,33,34,40,34,33,31,23,40
quina,3721,23/02/2015,True,17,39,44,49,57,57,49,44,39,17
quina,3722,24/02/2015,True,08,32,42,64,73,42,64,32,08,73
quina,3723,25/02/2015,True,23,39,44,52,69,69,23,52,44,39
quina,3724,26/02/2015,True,04,32,46,54,66,32,04,66,46,54
quina,3725,27/02/2015,True,33,40,56,70,74,70,33,40,56,74
quina,3726,28/02/2015,False,12,50,59,73,80,50,12,73,80,59
quina,3727,02/03/2015,True,08,31,37,45,71,08,31,37,45,71
quina,3728,03/03/2015,False,06,32,54,71,78,06,78,54,71,32
quina,3729,04/03/2015,True,03,15,16,19,72,15,16,03,19,72
quina,3730,05/03/2015,False,17,18,26,46,59,18,26,46,17,59
quina,3731,06/03/2015,True,33,41,43,75,79,33,41,75,79,43
quina,3732,07/03/2015,False,05,13,19,34,50,19,50,05,13,34
quina,3733,09/03/2015,True,20,24,39,45,77,39,45,77,24,20
quina,3734,10/03/2015,False,08,09,33,39,45,45,08,39,33,09
quina,3735,11/03/2015,True,17,29,44,71,75,29,71,75,17,44
quina,3736,12/03/2015,False,07,22,24,39,58,07,58,39,22,24
quina,3737,13/03/2015,True,04,20,35,50,52,04,50,20,35,52
quina,3738,14/03/2015,False,05,29,55,62,68,62,29,05,68,55
quina,3739,16/03/2015,True,28,45,56,63,68,68,45,56,63,28
quina,3740,17/03/2015,False,17,45,52,73,77,17,52,77,73,45
quina,3741,18/03/2015,True,19,23,72,79,80,19,23,79,72,80
quina,3742,19/03/2015,True,02,03,15,45,75,45,03,75,15,02
quina,3743,20/03/2015,True,07,16,32,68,78,07,68,78,32,16
quina,3744,21/03/2015,True,21,44,50,66,80,66,44,50,21,80
quina,3745,23/03/2015,True,02,12,67,75,78,02,67,12,75,78
quina,3746,24/03/2015,False,57,62,65,73,80,65,73,57,62,80
quina,3747,25/03/2015,True,06,08,14,20,58,14,06,20,58,08
quina,3748,26/03/2015,False,04,14,24,37,78,14,78,24,37,04
quina,3749,27/03/2015,True,16,20,29,33,47,20,33,47,29,16
quina,3750,28/03/2015,True,20,30,42,64,74,30,64,20,74,42
quina,3751,30/03/2015,True,43,50,65,66,68,66,68,50,43,65
quina,3752,31/03/2015,True,14,15,27,29,67,67,27,29,14,15
quina,3753,01/04/2015,True,01,14,15,22,36,22,15,01,14,36
quina,3754,02/04/2015,False,02,16,21,65,79,16,79,21,65,02
quina,3755,04/04/2015,True,16,41,63,68,78,68,41,78,63,16
quina,3756,06/04/2015,True,02,27,54,56,63,02,27,54,63,56
quina,3757,07/04/2015,True,27,30,48,57,67,27,57,48,30,67
quina,3758,08/04/2015,True,08,27,28,60,71,08,28,27,71,60
quina,3759,09/04/2015,True,03,23,34,45,53,23,45,53,34,03
quina,3760,10/04/2015,True,09,38,69,71,73,73,69,38,09,71
quina,3761,11/04/2015,False,06,09,29,46,48,06,29,09,46,48
quina,3762,13/04/2015,True,26,48,56,63,69,63,48,69,26,56
quina,3763,14/04/2015,True,04,08,23,60,71,08,23,60,04,71
quina,3764,15/04/2015,True,04,33,50,54,80,50,54,80,33,04
quina,3765,16/04/2015,False,11,38,39,58,68,38,11,68,58,39
quina,3766,17/04/2015,False,02,08,27,33,55,27,33,02,55,08
quina,3767,18/04/2015,True,17,21,28,34,63,28,17,63,21,34
quina,3768,20/04/2015,True,15,16,28,55,67,67,16,15,55,28
quina,3769,22/04/2015,False,36,52,58,67,76,36,76,52,58,67
quina,3770,23/04/2015,True,06,13,15,22,32,32,06,22,13,15
quina,3771,24/04/2015,True,12,16,30,55,68,12,68,16,30,55
quina,3772,25/04/2015,False,04,07,16,19,62,07,16,62,04,19
quina,3773,27/04/2015,False,31,50,59,70,74,31,50,74,70,59
quina,3774,28/04/2015,True,01,20,56,71,79,79,01,71,56,20
quina,3775,29/04/2015,True,14,29,44,45,47,29,45,44,47,14
quina,3776,30/04/2015,True,42,61,64,67,79,61,67,79,64,42
quina,3777,02/05/2015,False,05,18,19,31,45,18,45,31,19,05
quina,3778,04/05/2015,True,02,05,32,49,60,60,05,49,02,32
quina,3779,05/05/2015,True,21,30,31,43,54,21,54,31,43,30
quina,3780,06/05/2015,False,01,07,15,22,71,71,22,07,15,01
quina,3781,07/05/2015,True,45,47,49,74,80,74,49,47,45,80
quina,3782,08/05/2015,True,06,20,24,42,57,06,24,20,42,57
quina,3783,09/05/2015,True,13,39,40,50,66,39,66,40,50,13
quina,3784,11/05/2015,False,06,27,61,70,72,27,06,72,61,70
quina,3785,12/05/2015,True,23,29,49,76,79,79,49,76,29,23
quina,3786,13/05/2015,False,05,07,59,60,73,05,07,59,73,60
quina,3787,14/05/2015,False,17,35,55,69,75,75,17,55,69,35
quina,3788,15/05/2015,True,08,26,31,41,78,08,78,31,41,26
quina,3789,16/05/2015,True,21,23,29,49,77,21,23,49,29,77
quina,3790,18/05/2015,True,02,08,23,69,75,69,75,08,23,02
quina,3791,19/05/2015,True,17,26,37,66,79,66,26,37,17,79
quina,3792,20/05/2015,True,04,30,40,54,57,04,57,30,40,54
quina,3793,21/05/2015,True,02,05,46,48,65,02,48,65,05,46
quina,3794,22/05/2015,False,02,11,20,27,51,11,02,20,27,51
quina,3795,23/05/2015,True,05,49,51,65,76,05,51,65,49,76
quina,3796,25/05/2015,True,16,25,66,69,78,16,66,25,78,69
quina,3797,26/05/2015,True,03,25,33,35,76,33,76,25,03,35
quina,3798,27/05/2015,True,14,27,30,31,68,27,14,68,30,31
quina,3799,28/05/2015,True,30,36,43,63,72,36,72,63,30,43
quina,3800,29/05/2015,True,17,40,55,59,68,68,59,40,55,17
quina,3801,30/05/2015,True,09,47,62,64,76,09,64,62,76,47
quina,3802,01/06/2015,False,08,40,57,62,73,08,73,40,57,62
quina,3803,02/06/2015,True,15,32,36,38,53,36,15,53,38,32
quina,3804,03/06/2015,True,02,38,45,47,72,72,47,45,38,02
quina,3805,05/06/2015,True,05,17,50,72,75,05,75,50,17,72
quina,3806,06/06/2015,True,13,18,29,51,52,18,51,29,52,13
quina,3807,08/06/2015,False,06,18,28,49,53,06,18,53,49,28
quina,3808,09/06/2015,False,06,27,47,68,78,68,27,06,78,47
quina,3809,10/06/2015,True,30,33,61,66,67,61,33,30,66,67
quina,3810,11/06/2015,True,09,39,44,65,67,39,65,09,67,44
quina,3811,12/06/2015,True,01,16,30,73,80,73,80,16,01,30
quina,3812,13/06/2015,True,32,43,64,65,71,71,43,65,64,32
quina,3813,15/06/2015,True,02,04,11,28,35,04,35,02,11,28
quina,3814,24/06/2015,False,01,15,22,23,47,47,01,22,23,15
quina,3815,25/06/2015,True,34,36,52,56,63,36,34,63,56,52
quina,3816,26/06/2015,True,19,42,67,72,77,72,19,77,42,67
quina,3817,27/06/2015,True,25,45,59,68,75,75,45,59,25,68
quina,3818,29/06/2015,True,11,15,32,39,51,15,39,51,11,32
quina,3819,30/06/2015,True,20,37,39,61,72,61,39,20,37,72
quina,3820,01/07/2015,True,42,53,61,73,80,42,61,73,80,53
quina,3821,02/07/2015,True,11,15,16,24,44,11,15,24,44,16
quina,3822,03/07/2015,False,32,48,59,65,71,32,59,65,71,48
quina,3823,04/07/2015,True,05,43,55,62,76,43,62,76,55,05
quina,3824,06/07/2015,False,02,11,17,29,67,11,02,29,17,67
quina,3825,07/07/2015,True,07,16,40,60,67,40,67,07,16,60
quina,3826,08/07/2015,True,06,34,37,45,75,75,34,06,45,37
quina,3827,09/07/2015,True,17,31,54,73,80,17,73,80,31,54
quina,3828,10/07/2015,True,27,50,57,70,72,57,50,70,72,27
quina,3829,11/07/2015,True,10,15,37,46,60,10,37,15,46,60
quina,3830,13/07/2015,True,01,12,43,58,80,43,58,01,80,12
quina,3831,14/07/2015,True,48,56,57,58,64,64,56,48,58,57
quina,3832,15/07/2015,False,17,36,37,64,66,36,17,64,66,37
quina,3833,16/07/2015,True,02,08,36,46,65,46,02,36,08,65
quina,3834,17/07/2015,True,11,19,38,40,58,19,58,11,38,40
quina,3835,18/07/2015,True,43,52,53,72,80,80,72,52,53,43
quina,3836,20/07/2015,True,02,10,26,41,47,47,41,02,26,10
quina,3837,21/07/2015,True,05,31,47,72,78,78,05,47,72,31
quina,3838,22/07/2015,True,11,20,50,58,74,58,50,20,11,74
quina,3839,23/07/2015,True,04,40,51,59,62,04,51,40,62,59
quina,3840,24/07/2015,True,21,22,34,49,77,49,21,34,22,77
quina,3841,25/07/2015,True,06,08,34,53,61,34,06,61,08,53
quina,3842,27/07/2015,False,03,13,35,57,77,35,57,13,03,77
quina,3843,28/07/2015,True,11,34,40,43,52,43,34,40,11,52
quina,3844,29/07/2015,True,04,09,52,66,80,52,09,66,04,80
quina,3845,30/07/2015,True,01,10,12,15,72,10,72,01,12,15
quina,3846,31/07/2015,True,06,10,19,23,33,19,06,23,10,33
quina,3847,01/08/2015,True,10,50,57,67,70,10,70,50,57,67
quina,3848,03/08/2015,True,29,44,52,70,76,44,76,29,52,70
quina,3849,04/08/2015,True,35,57,60,66,73,73,35,66,57,60
quina,3850,05/08/2015,True,15,21,23,40,43,23,43,21,15,40
quina,3851,06/08/2015,True,16,27,33,45,75,16,45,75,27,33
quina,3852,07/08/2015,False,09,34,38,48,51,09,38,51,48,34
quina,3853,08/08/2015,False,10,34,40,47,52,10,40,34,52,47
quina,3854,10/08/2015,True,03,32,55,79,80,55,80,03,32,79
quina,3855,11/08/2015,True,12,17,65,77,79,65,12,77,17,79
quina,3856,12/08/2015,False,06,24,38,54,72,24,54,72,38,06
quina,3857,13/08/2015,True,08,16,18,22,34,16,18,08,22,34
quina,3858,14/08/2015,True,17,26,28,50,72,72,17,26,50,28
quina,3859,15/08/2015,True,07,29,38,57,76,38,07,57,76,29
quina,3860,17/08/2015,False,07,13,38,56,70,13,70,07,38,56
quina,3861,18/08/2015,True,08,29,51,61,79,61,08,29,51,79
quina,3862,19/08/2015,True,01,32,56,70,77,32,77,01,56,70
quina,3863,20/08/2015,True,02,42,59,62,67,62,02,59,67,42
quina,3864,21/08/2015,True,11,21,31,43,62,43,11,21,62,31
quina,3865,22/08/2015,True,32,61,65,70,80,80,32,65,61,70
quina,3866,24/08/2015,False,04,08,16,43,80,80,43,04,08,16
quina,3867,25/08/2015,True,03,21,35,55,70,70,35,21,55,03
quina,3868,26/08/2015,True,10,14,31,46,74,14,46,74,31,10
quina,3869,27/08/2015,False,11,19,27,44,78,27,11,19,44,78
quina,3870,28/08/2015,False,03,39,44,76,77,76,77,03,39,44
quina,3871,29/08/2015,True,04,15,41,66,71,15,41,71,66,04
quina,3872,01/09/2015,True,03,13,44,53,70,70,03,44,53,13
quina,3873,01/09/2015,True,05,10,23,76,77,05,77,76,23,10
quina,3874,02/09/2015,False,05,07,32,58,69,32,58,07,05,69
quina,3875,03/09/2015,False,02,28,29,56,60,60,02,29,56,28
quina,3876,04/09/2015,True,15,30,50,58,79,79,15,50,58,30
quina,3877,05/09/2015,True,25,27,30,32,65,25,32,27,30,65
quina,3878,08/09/2015,True,19,40,50,70,74,40,19,70,50,74
quina,3879,09/09/2015,True,05,20,52,58,64,58,05,52,64,20
quina,3880,10/09/2015,False,24,33,35,38,42,38,24,42,35,33
quina,3881,11/09/2015,True,10,17,50,59,75,50,75,17,10,59
quina,3882,12/09/2015,False,02,21,22,37,79,02,79,22,21,37
quina,3883,14/09/2015,True,26,33,51,55,69,26,51,33,55,69
quina,3884,15/09/2015,True,29,46,48,49,66,49,48,29,46,66
quina,3885,16/09/2015,True,11,24,28,41,71,41,71,28,11,24
quina,3886,17/09/2015,True,17,43,49,63,71,63,43,49,71,17
quina,3887,18/09/2015,True,06,20,24,47,70,24,20,70,47,06
quina,3888,19/09/2015,True,14,40,42,51,63,63,42,40,51,14
quina,3889,21/09/2015,True,17,39,53,57,73,17,73,53,39,57
quina,3890,22/09/2015,True,18,27,51,69,73,51,69,18,73,27
quina,3891,23/09/2015,True,13,32,34,54,78,13,78,34,32,54
quina,3892,24/09/2015,True,01,08,23,41,59,59,01,08,23,41
quina,3893,25/09/2015,True,03,04,05,34,75,34,03,75,05,04
quina,3894,26/09/2015,False,05,14,18,43,76,43,05,18,14,76
quina,3895,28/09/2015,True,05,06,47,55,66,55,05,66,06,47
quina,3896,29/09/2015,True,12,37,39,47,55,12,55,47,39,37
quina,3897,30/09/2015,True,31,39,45,69,78,39,45,31,69,78
quina,3898,01/10/2015,True,23,32,56,76,77,32,56,77,76,23
quina,3899,02/10/2015,False,10,27,47,65,74,65,74,47,27,10
quina,3900,03/10/2015,True,35,43,47,56,57,43,57,47,56,35
quina,3901,05/10/2015,True,53,62,64,73,76,53,62,73,76,64
quina,3902,06/10/2015,True,15,30,37,49,62,49,62,30,15,37
quina,3903,07/10/2015,True,12,38,47,77,78,12,38,77,47,78
quina,3904,08/10/2015,True,34,35,36,50,55,34,35,36,55,50
quina,3905,09/10/2015,True,04,06,21,58,73,06,21,73,58,04
quina,3906,10/10/2015,True,06,27,42,59,61,59,06,27,42,61
quina,3907,13/10/2015,False,06,13,35,46,49,13,46,06,49,35
quina,3908,14/10/2015,False,19,23,35,48,53,53,23,48,35,19
